"folio_ageb","entidad","alcaldia","localidad","pob","tot_pobres","IDSM","E_IDS_V"
"0901000012216","09","010","0001",4154,3515,0.759314,"Muy bajo"
"0901302180902","09","013","0218",43,39,0.7593633,"Muy bajo"
"0901200261706","09","012","0026",1733,1427,0.7594366,"Muy bajo"
"0900700013295","09","007","0001",5180,4515,0.7595648,"Muy bajo"
"090070001465A","09","007","0001",2779,2267,0.7596046,"Muy bajo"
"090120027180A","09","012","0027",1356,1108,0.7598525,"Muy bajo"
"0901000011561","09","010","0001",3038,2597,0.7599118,"Muy bajo"
"0900700014594","09","007","0001",1153,969,0.7600313,"Muy bajo"
"0900700010638","09","007","0001",4135,3486,0.7606853,"Muy bajo"
"0901301980902","09","013","0198",25,21,0.7606868,"Muy bajo"
"0900500010991","09","005","0001",5655,4727,0.7607306,"Muy bajo"
"0900700014170","09","007","0001",4459,3827,0.7607695,"Muy bajo"
"0901500010339","09","015","0001",4836,4127,0.7608066,"Muy bajo"
"0900903330100","09","009","0333",26,21,0.7612624,"Muy bajo"
"0901700010371","09","017","0001",7041,6051,0.7615246,"Muy bajo"
"0901300010368","09","013","0001",11663,9521,0.7615907,"Muy bajo"
"0900700015179","09","007","0001",1550,1331,0.7617594,"Muy bajo"
"0901100010607","09","011","0001",5112,4440,0.7617756,"Muy bajo"
"090080001057A","09","008","0001",9276,7934,0.7618467,"Muy bajo"
"0901000011754","09","010","0001",3214,2721,0.7618493,"Muy bajo"
"0901202801231","09","012","0280",21,16,0.7620657,"Muy bajo"
"0901301360620","09","013","0136",553,477,0.7621264,"Muy bajo"
"0900904150100","09","009","0415",132,112,0.7621508,"Muy bajo"
"0900500013286","09","005","0001",3233,2793,0.7622335,"Muy bajo"
"090030001079A","09","003","0001",8949,7347,0.7623218,"Muy bajo"
"0901201241227","09","012","0124",558,467,0.7625108,"Muy bajo"
"0901300010688","09","013","0001",4903,3905,0.7625215,"Muy bajo"
"0900902390100","09","009","0239",70,61,0.7625709,"Muy bajo"
"0901200261689","09","012","0026",3496,3003,0.7626384,"Muy bajo"
"0900700012117","09","007","0001",3078,2613,0.7626522,"Muy bajo"
"0900700013488","09","007","0001",4947,4231,0.7629678,"Muy bajo"
"0900500013248","09","005","0001",5653,4873,0.7631323,"Muy bajo"
"0900500012767","09","005","0001",5385,4685,0.7631543,"Muy bajo"
"0900700012649","09","007","0001",4292,3648,0.7633241,"Muy bajo"
"0900800010512","09","008","0001",8000,6868,0.7634298,"Muy bajo"
"0900700012140","09","007","0001",7798,6438,0.7634712,"Muy bajo"
"0900902140100","09","009","0214",222,187,0.7637889,"Muy bajo"
"0901200011509","09","012","0001",5311,4613,0.7638097,"Muy bajo"
"0900900330346","09","009","0033",5843,5006,0.7638376,"Muy bajo"
"0900901980100","09","009","0198",158,136,0.7638751,"Muy bajo"
"0901300010885","09","013","0001",1150,956,0.7641903,"Muy bajo"
"0901200012225","09","012","0001",6588,5580,0.7642149,"Muy bajo"
"0901202661250","09","012","0266",6,3,0.7642751,"Muy bajo"
"0901700011473","09","017","0001",1166,1049,0.7645744,"Muy bajo"
"0901100951107","09","011","0095",17,13,0.7646681,"Muy bajo"
"0901202201227","09","012","0220",20,16,0.7648321,"Muy bajo"
"0900300010802","09","003","0001",12942,10621,0.7648643,"Muy bajo"
"0900900010308","09","009","0001",3125,2598,0.7650024,"Muy bajo"
"0901202691829","09","012","0269",65,56,0.7650548,"Muy bajo"
"0900700012899","09","007","0001",6523,5412,0.7653162,"Muy bajo"
"0901200012047","09","012","0001",5773,4865,0.7653797,"Muy bajo"
"0900500013233","09","005","0001",6401,5486,0.7655264,"Muy bajo"
"0901300010758","09","013","0001",4381,3663,0.7657129,"Muy bajo"
"0900900360242","09","009","0036",4799,4100,0.7657582,"Muy bajo"
"0900700010407","09","007","0001",6942,5756,0.765776,"Muy bajo"
"0900900110543","09","009","0011",271,231,0.7662653,"Muy bajo"
"0900800010584","09","008","0001",5302,4539,0.7662788,"Muy bajo"
"0900903920524","09","009","0392",83,75,0.7664277,"Muy bajo"
"0900700014749","09","007","0001",6091,5168,0.7665821,"Muy bajo"
"0900700015395","09","007","0001",3563,3099,0.7668653,"Muy bajo"
"0900900740100","09","009","0074",38,33,0.7669028,"Muy bajo"
"0900700011509","09","007","0001",4501,3737,0.7669619,"Muy bajo"
"0901100241408","09","011","0024",830,715,0.7670474,"Muy bajo"
"0900900240596","09","009","0024",680,548,0.7670689,"Muy bajo"
"0901203601231","09","012","0360",9,5,0.7671273,"Muy bajo"
"0900400750157","09","004","0075",5,4,0.7671815,"Muy bajo"
"090070001209A","09","007","0001",3728,3154,0.7672718,"Muy bajo"
"0901200271763","09","012","0027",3950,3337,0.7673499,"Muy bajo"
"0900700013204","09","007","0001",6560,5639,0.7676166,"Muy bajo"
"0900700013505","09","007","0001",5678,4675,0.7678013,"Muy bajo"
"0900700012795","09","007","0001",4810,4151,0.7679656,"Muy bajo"
"0900700013064","09","007","0001",7591,6420,0.7679667,"Muy bajo"
"0900900010505","09","009","0001",721,581,0.7679937,"Muy bajo"
"0901000012042","09","010","0001",3821,3193,0.7680697,"Muy bajo"
"0900400010320","09","004","0001",2929,2449,0.7685747,"Muy bajo"
"0900500012983","09","005","0001",3370,2989,0.7685766,"Muy bajo"
"0900700012579","09","007","0001",4395,3678,0.7691731,"Muy bajo"
"0901203911829","09","012","0391",43,43,0.7695014,"Muy bajo"
"0900400560157","09","004","0056",101,94,0.7695332,"Muy bajo"
"0901000011523","09","010","0001",3494,2970,0.7696643,"Muy bajo"
"0900700014772","09","007","0001",4253,3565,0.7698402,"Muy bajo"
"0900700013079","09","007","0001",6707,5735,0.7700352,"Muy bajo"
"090070001579A","09","007","0001",362,306,0.7701343,"Muy bajo"
"0901700010899","09","017","0001",3010,2398,0.7704866,"Muy bajo"
"0900700012403","09","007","0001",124,84,0.7706408,"Muy bajo"
"0901100691198","09","011","0069",221,187,0.7709041,"Muy bajo"
"0900500012837","09","005","0001",3293,2807,0.7710513,"Muy bajo"
"0900900010327","09","009","0001",2314,1864,0.7712597,"Muy bajo"
"0901202751246","09","012","0275",44,30,0.7713023,"Muy bajo"
"0900900010026","09","009","0001",3335,2679,0.771686,"Muy bajo"
"0900600011056","09","006","0001",4238,3428,0.7717143,"Muy bajo"
"0901300010813","09","013","0001",4142,3364,0.771727,"Muy bajo"
"0901200261693","09","012","0026",238,183,0.7718939,"Muy bajo"
"0900400540157","09","004","0054",1220,977,0.7719589,"Muy bajo"
"0900800010461","09","008","0001",9456,7874,0.7719931,"Muy bajo"
"0900900240191","09","009","0024",5959,5015,0.7720494,"Muy bajo"
"0900700012901","09","007","0001",7640,6482,0.7720848,"Muy bajo"
"0901000010440","09","010","0001",4652,3901,0.7722258,"Muy bajo"
"0901000010506","09","010","0001",2703,2193,0.7724767,"Muy bajo"
"090100001174A","09","010","0001",9869,8258,0.7726355,"Muy bajo"
"0900500013144","09","005","0001",4009,3294,0.7726739,"Muy bajo"
"0901300011154","09","013","0001",7434,6066,0.7728876,"Muy bajo"
"0900700011513","09","007","0001",5040,4192,0.7729789,"Muy bajo"
"0900900170399","09","009","0017",1634,1304,0.7732652,"Muy bajo"
"0900700011087","09","007","0001",5856,4766,0.7733454,"Muy bajo"
"0901700010225","09","017","0001",7595,6414,0.7737292,"Muy bajo"
"0900700010411","09","007","0001",4916,4034,0.7737452,"Muy bajo"
"0900700012102","09","007","0001",3559,3016,0.7742301,"Muy bajo"
"0900700013238","09","007","0001",5972,5117,0.774245,"Muy bajo"
"0900901590100","09","009","0159",13,13,0.7742608,"Muy bajo"
"0900700014147","09","007","0001",506,421,0.7743836,"Muy bajo"
"0901300010762","09","013","0001",1526,1194,0.7745391,"Muy bajo"
"090090029044A","09","009","0029",1568,1359,0.774744,"Muy bajo"
"0900700013492","09","007","0001",5596,4680,0.7749215,"Muy bajo"
"0901000010385","09","010","0001",3044,2653,0.7752107,"Muy bajo"
"0901500010536","09","015","0001",5157,4076,0.77529,"Muy bajo"
"0901300011506","09","013","0001",838,679,0.7753276,"Muy bajo"
"0900700012780","09","007","0001",6828,5712,0.7754751,"Muy bajo"
"0901203551231","09","012","0355",34,23,0.7756395,"Muy bajo"
"0900700013083","09","007","0001",5598,4748,0.7756438,"Muy bajo"
"0900900820100","09","009","0082",84,76,0.7757109,"Muy bajo"
"0901200012051","09","012","0001",4681,3972,0.7760494,"Muy bajo"
"0900700012155","09","007","0001",3757,3072,0.7760523,"Muy bajo"
"0900700012047","09","007","0001",9901,8172,0.7760744,"Muy bajo"
"090070001216A","09","007","0001",3662,3070,0.7762015,"Muy bajo"
"0900700012530","09","007","0001",10038,8316,0.7762399,"Muy bajo"
"0901200262390","09","012","0026",63,48,0.7762577,"Muy bajo"
"0901300011309","09","013","0001",1202,965,0.7763083,"Muy bajo"
"0901300010279","09","013","0001",4542,3707,0.7763817,"Muy bajo"
"0901100010772","09","011","0001",2501,2078,0.7764157,"Muy bajo"
"0900700010835","09","007","0001",6807,5651,0.7764649,"Muy bajo"
"0901200262329","09","012","0026",351,269,0.7764871,"Muy bajo"
"0900700014931","09","007","0001",5427,4414,0.7766089,"Muy bajo"
"0900700012085","09","007","0001",5771,4850,0.7768583,"Muy bajo"
"0900500012841","09","005","0001",2414,2065,0.7768654,"Muy bajo"
"0900700014363","09","007","0001",6150,5181,0.777174,"Muy bajo"
"0900300010785","09","003","0001",11432,9145,0.7774726,"Muy bajo"
"0900800010438","09","008","0001",6150,5103,0.7778344,"Muy bajo"
"0900900240204","09","009","0024",4836,4011,0.7780687,"Bajo"
"0901100010804","09","011","0001",180,136,0.77807,"Bajo"
"0900700011316","09","007","0001",3333,2729,0.7781544,"Bajo"
"0900700010553","09","007","0001",5764,4485,0.7784687,"Bajo"
"0901100011111","09","011","0001",4412,3741,0.7785575,"Bajo"
"0901100261501","09","011","0026",136,124,0.7789176,"Bajo"
"0900500010012","09","005","0001",4341,3693,0.7789321,"Bajo"
"0901300011099","09","013","0001",2828,2266,0.7789793,"Bajo"
"0900400200388","09","004","0020",1411,1145,0.7791642,"Bajo"
"0900500013360","09","005","0001",4598,3711,0.7793851,"Bajo"
"0900900170384","09","009","0017",3771,2957,0.7794269,"Bajo"
"0900700010746","09","007","0001",7930,6356,0.7795788,"Bajo"
"0900700015785","09","007","0001",499,445,0.779644,"Bajo"
"0900500010351","09","005","0001",4563,3941,0.7796795,"Bajo"
"0900900330350","09","009","0033",9094,7586,0.7797073,"Bajo"
"090090015012A","09","009","0015",4910,4048,0.7798232,"Bajo"
"0901200011513","09","012","0001",5833,4784,0.7798966,"Bajo"
"0901100011499","09","011","0001",6143,5104,0.7799239,"Bajo"
"090110001122A","09","011","0001",3500,2849,0.7801459,"Bajo"
"0900700012441","09","007","0001",4436,3619,0.7802612,"Bajo"
"0900400010227","09","004","0001",8825,7347,0.7803131,"Bajo"
"0900700012757","09","007","0001",5460,4512,0.7804225,"Bajo"
"0901100010664","09","011","0001",6533,5409,0.780484,"Bajo"
"0901100011249","09","011","0001",5229,4292,0.7806168,"Bajo"
"0901301840902","09","013","0184",330,254,0.7806414,"Bajo"
"0900500011701","09","005","0001",3514,2899,0.7810974,"Bajo"
"0901202561231","09","012","0256",5,5,0.7811352,"Bajo"
"0901300011328","09","013","0001",8294,6969,0.781156,"Bajo"
"0901300010438","09","013","0001",1525,1185,0.7812259,"Bajo"
"0900700013327","09","007","0001",7139,5915,0.7812353,"Bajo"
"0900700012494","09","007","0001",1920,1579,0.7815703,"Bajo"
"0901200262314","09","012","0026",71,58,0.7815748,"Bajo"
"0900500010101","09","005","0001",5202,4380,0.7818887,"Bajo"
"0901300010847","09","013","0001",1230,1001,0.7820415,"Bajo"
"0900900360238","09","009","0036",3335,2698,0.7824094,"Bajo"
"0901300010828","09","013","0001",3419,2736,0.7824271,"Bajo"
"0900700010854","09","007","0001",3261,2708,0.7825607,"Bajo"
"0900700010214","09","007","0001",6173,4948,0.7826265,"Bajo"
"0900300010535","09","003","0001",7615,5954,0.7828303,"Bajo"
"0900700010623","09","007","0001",5410,4403,0.7829147,"Bajo"
"0901000011557","09","010","0001",6614,5392,0.7830399,"Bajo"
"090150001088A","09","015","0001",1837,1433,0.7831672,"Bajo"
"0900900110401","09","009","0011",10380,8358,0.7837027,"Bajo"
"0901100111041","09","011","0011",5086,4315,0.7837233,"Bajo"
"0900700010479","09","007","0001",4538,3694,0.7839634,"Bajo"
"0900700014560","09","007","0001",969,847,0.7842112,"Bajo"
"0901000011453","09","010","0001",4829,4091,0.7843327,"Bajo"
"0900300010624","09","003","0001",9690,7704,0.7843915,"Bajo"
"0900902050100","09","009","0205",123,100,0.7846987,"Bajo"
"0901200012210","09","012","0001",4402,3696,0.7856811,"Bajo"
"0901000012220","09","010","0001",3531,2966,0.7857685,"Bajo"
"090060001108A","09","006","0001",4504,3654,0.7857709,"Bajo"
"0900400200316","09","004","0020",14982,12121,0.7859069,"Bajo"
"0900903830100","09","009","0383",5,5,0.7860495,"Bajo"
"0900700011710","09","007","0001",7566,6201,0.7860972,"Bajo"
"0900700010619","09","007","0001",5569,4442,0.7861185,"Bajo"
"0901100010753","09","011","0001",8315,6777,0.7861627,"Bajo"
"090110021115A","09","011","0021",8797,7215,0.7861834,"Bajo"
"0901100010819","09","011","0001",2125,1719,0.7862095,"Bajo"
"0901000011716","09","010","0001",7019,5807,0.7862808,"Bajo"
"0900700012545","09","007","0001",6935,5749,0.7865964,"Bajo"
"0900700013539","09","007","0001",4482,3606,0.786768,"Bajo"
"0901301630902","09","013","0163",207,158,0.7868195,"Bajo"
"090070001084A","09","007","0001",7313,5832,0.7869572,"Bajo"
"0901300010743","09","013","0001",6679,5287,0.7870012,"Bajo"
"090130001057A","09","013","0001",268,208,0.7873316,"Bajo"
"0900500012536","09","005","0001",1865,1613,0.7873853,"Bajo"
"0900903000632","09","009","0300",2098,1742,0.7876544,"Bajo"
"0900700010464","09","007","0001",4802,3899,0.7876777,"Bajo"
"0901000011735","09","010","0001",8969,7303,0.7877782,"Bajo"
"0900700012846","09","007","0001",4919,4011,0.7877918,"Bajo"
"0901700010475","09","017","0001",1382,1077,0.7877989,"Bajo"
"0901700010297","09","017","0001",3600,2871,0.787869,"Bajo"
"0900400010208","09","004","0001",7356,5950,0.7879465,"Bajo"
"0900500011400","09","005","0001",4355,3443,0.7885228,"Bajo"
"0900700010337","09","007","0001",5316,4089,0.788595,"Bajo"
"090100001199A","09","010","0001",3183,2644,0.7886346,"Bajo"
"0901200011621","09","012","0001",5783,4462,0.7886509,"Bajo"
"0901600011122","09","016","0001",2014,1536,0.7886787,"Bajo"
"0900200011165","09","002","0001",386,313,0.7887728,"Bajo"
"0900700014062","09","007","0001",2963,2446,0.7888457,"Bajo"
"0901500010894","09","015","0001",2016,1545,0.7889451,"Bajo"
"0901300010692","09","013","0001",11390,8986,0.7895216,"Bajo"
"0901000011472","09","010","0001",3756,3081,0.789547,"Bajo"
"0901700010348","09","017","0001",2844,2344,0.7895637,"Bajo"
"0900903000647","09","009","0300",1957,1623,0.7896034,"Bajo"
"0901500010964","09","015","0001",3623,2843,0.7896404,"Bajo"
"0900903780100","09","009","0378",1,1,0.789948,"Bajo"
"0901000011595","09","010","0001",6163,5149,0.7901324,"Bajo"
"090110001154A","09","011","0001",2133,1804,0.7901846,"Bajo"
"0900300010959","09","003","0001",4207,3418,0.7902178,"Bajo"
"0900500012610","09","005","0001",7294,6067,0.7902299,"Bajo"
"0901100010999","09","011","0001",2547,2141,0.7903316,"Bajo"
"0900700015732","09","007","0001",2679,2200,0.7905267,"Bajo"
"0900500012625","09","005","0001",7104,5890,0.7905861,"Bajo"
"0901000012019","09","010","0001",3235,2714,0.7906774,"Bajo"
"0900700015681","09","007","0001",6799,5743,0.7907156,"Bajo"
"0901700010865","09","017","0001",4434,3460,0.790749,"Bajo"
"0901500010733","09","015","0001",298,221,0.7909354,"Bajo"
"0900400010231","09","004","0001",7738,6222,0.7910283,"Bajo"
"0901700010390","09","017","0001",6754,5380,0.7911386,"Bajo"
"0900700015677","09","007","0001",5405,4217,0.7914694,"Bajo"
"0900700011091","09","007","0001",4213,3455,0.7916373,"Bajo"
"090050001014A","09","005","0001",4442,3741,0.7916711,"Bajo"
"0901000012023","09","010","0001",4134,3406,0.7917386,"Bajo"
"0900800010423","09","008","0001",8859,7173,0.7918696,"Bajo"
"0900500011294","09","005","0001",6919,5518,0.7920631,"Bajo"
"0901200011744","09","012","0001",3972,3094,0.7922561,"Bajo"
"0900800010527","09","008","0001",8153,6561,0.7923423,"Bajo"
"0901202171250","09","012","0217",185,150,0.7923712,"Bajo"
"0900500011203","09","005","0001",3348,2671,0.7924273,"Bajo"
"0900500010169","09","005","0001",7900,6491,0.7926148,"Bajo"
"0900500010099","09","005","0001",4324,3567,0.7928357,"Bajo"
"090130001071A","09","013","0001",690,520,0.7929507,"Bajo"
"0900700012691","09","007","0001",7184,5778,0.792972,"Bajo"
"0900700014024","09","007","0001",8350,6574,0.7930806,"Bajo"
"090130001121A","09","013","0001",7165,5402,0.793135,"Bajo"
"0901203951246","09","012","0395",10,8,0.7931591,"Bajo"
"0901300011366","09","013","0001",5657,4383,0.7932042,"Bajo"
"0900500013252","09","005","0001",6240,5082,0.7932479,"Bajo"
"0901500010752","09","015","0001",1597,1220,0.7933913,"Bajo"
"0900500012729","09","005","0001",4491,3660,0.7934127,"Bajo"
"0901302150620","09","013","0215",12,12,0.7934258,"Bajo"
"090070001305A","09","007","0001",6413,5270,0.7934525,"Bajo"
"0900200010627","09","002","0001",4896,3909,0.7935751,"Bajo"
"0900500011218","09","005","0001",3635,2888,0.7935773,"Bajo"
"0900500010703","09","005","0001",7734,6232,0.7936156,"Bajo"
"0901700010352","09","017","0001",3374,2813,0.7936457,"Bajo"
"0900600011060","09","006","0001",3691,2962,0.7938049,"Bajo"
"0900700012371","09","007","0001",1665,1355,0.7939353,"Bajo"
"0900700015427","09","007","0001",4272,3370,0.7939824,"Bajo"
"0900500010027","09","005","0001",5605,4536,0.7940158,"Bajo"
"0901700010494","09","017","0001",4847,3832,0.7940311,"Bajo"
"0901700011416","09","017","0001",6702,5298,0.7941913,"Bajo"
"0900800010387","09","008","0001",9854,8026,0.7941936,"Bajo"
"0900500012752","09","005","0001",4273,3569,0.7942607,"Bajo"
"0900700013577","09","007","0001",2148,1573,0.7944925,"Bajo"
"0900800010546","09","008","0001",5911,4681,0.7945324,"Bajo"
"0900700013789","09","007","0001",3692,2866,0.7945923,"Bajo"
"0900200010877","09","002","0001",810,642,0.7946808,"Bajo"
"0901300011192","09","013","0001",9743,7810,0.7946961,"Bajo"
"0901300010527","09","013","0001",6406,5028,0.7947415,"Bajo"
"090050001085A","09","005","0001",4341,3457,0.7949362,"Bajo"
"0900500010262","09","005","0001",4009,3240,0.7950346,"Bajo"
"0900400010392","09","004","0001",598,491,0.7950474,"Bajo"
"0901500010818","09","015","0001",163,122,0.7952422,"Bajo"
"0900900240219","09","009","0024",4496,3704,0.7953657,"Bajo"
"090060001115A","09","006","0001",2046,1569,0.7954769,"Bajo"
"090050001306A","09","005","0001",2857,2318,0.795575,"Bajo"
"090120001159A","09","012","0001",3710,2789,0.7956216,"Bajo"
"0900300010357","09","003","0001",4019,3131,0.7956408,"Bajo"
"0900300010639","09","003","0001",12433,10138,0.7956655,"Bajo"
"0901100010274","09","011","0001",3736,3020,0.7956768,"Bajo"
"0901100011338","09","011","0001",3564,2819,0.7958244,"Bajo"
"090120001077A","09","012","0001",5395,4198,0.7958883,"Bajo"
"0900200010608","09","002","0001",5113,4053,0.7958935,"Bajo"
"0900700010962","09","007","0001",8035,6354,0.7959481,"Bajo"
"0901000012165","09","010","0001",3178,2568,0.7959622,"Bajo"
"0901100241183","09","011","0024",1078,902,0.7959829,"Bajo"
"0900700015018","09","007","0001",2949,2365,0.7959896,"Bajo"
"0900500012748","09","005","0001",3837,3171,0.7960986,"Bajo"
"0900500010671","09","005","0001",5739,4600,0.7961812,"Bajo"
"0901000010351","09","010","0001",4396,3528,0.796311,"Bajo"
"0900700015412","09","007","0001",2660,2164,0.7963739,"Bajo"
"0900900110435","09","009","0011",5418,4376,0.7963817,"Bajo"
"0901000010563","09","010","0001",9173,7180,0.7965199,"Bajo"
"0900500011222","09","005","0001",3818,3023,0.7966523,"Bajo"
"0901000011519","09","010","0001",4544,3604,0.7967525,"Bajo"
"0900500012733","09","005","0001",3888,3129,0.796783,"Bajo"
"0900600010274","09","006","0001",4809,3554,0.7968913,"Bajo"
"0901200010816","09","012","0001",3592,2832,0.7969134,"Bajo"
"090050001128A","09","005","0001",7807,5997,0.7970224,"Bajo"
"0900500012606","09","005","0001",3231,2602,0.7970775,"Bajo"
"0901300011544","09","013","0001",107,94,0.7970987,"Bajo"
"0901000012038","09","010","0001",4178,3404,0.797101,"Bajo"
"0900600010698","09","006","0001",2961,2323,0.7971975,"Bajo"
"0901200012441","09","012","0001",10319,8019,0.7972107,"Bajo"
"0901000012343","09","010","0001",4770,4046,0.797218,"Bajo"
"0900500010243","09","005","0001",7364,6109,0.7973301,"Bajo"
"0900900360223","09","009","0036",3518,2751,0.7973872,"Bajo"
"0901000010474","09","010","0001",9372,7771,0.7975022,"Bajo"
"090110026097A","09","011","0026",4773,3847,0.7975204,"Bajo"
"0901100010931","09","011","0001",4238,3363,0.7975401,"Bajo"
"0901200011477","09","012","0001",6699,5332,0.797775,"Bajo"
"0901300010461","09","013","0001",6541,5075,0.7978201,"Bajo"
"0900500011538","09","005","0001",4621,3587,0.7979082,"Bajo"
"0901301380620","09","013","0138",101,83,0.7980431,"Bajo"
"0900500010826","09","005","0001",3807,3048,0.7980669,"Bajo"
"0900500010775","09","005","0001",2098,1602,0.7982026,"Bajo"
"0900700015554","09","007","0001",2882,2411,0.7983901,"Bajo"
"0901200011369","09","012","0001",5294,4151,0.7985333,"Bajo"
"0900700015569","09","007","0001",4099,3160,0.7986337,"Bajo"
"0901300010832","09","013","0001",745,595,0.7988172,"Bajo"
"0900800010137","09","008","0001",7729,6152,0.7989099,"Bajo"
"0901100010306","09","011","0001",2633,2104,0.7990021,"Bajo"
"0901000011699","09","010","0001",9239,7310,0.7990354,"Bajo"
"0900901340539","09","009","0134",59,51,0.7990409,"Bajo"
"0901100260965","09","011","0026",4444,3641,0.7991126,"Bajo"
"0900600010575","09","006","0001",6837,5199,0.7991377,"Bajo"
"0900500011364","09","005","0001",4710,3763,0.7991778,"Bajo"
"0900902800524","09","009","0280",11,10,0.79918,"Bajo"
"0900700014541","09","007","0001",1011,845,0.7992749,"Bajo"
"0900600011164","09","006","0001",895,711,0.7992803,"Bajo"
"0900800010531","09","008","0001",4218,3430,0.7997218,"Bajo"
"0900500010845","09","005","0001",7791,6173,0.7997424,"Bajo"
"0901100010679","09","011","0001",3874,3052,0.7998548,"Bajo"
"0901300011031","09","013","0001",8236,6623,0.7999721,"Bajo"
"0900700012776","09","007","0001",7915,6214,0.8000784,"Bajo"
"0901100210787","09","011","0021",1694,1362,0.8000994,"Bajo"
"0901200010604","09","012","0001",4602,3578,0.800112,"Bajo"
"0901000010347","09","010","0001",3726,2989,0.8002275,"Bajo"
"0900500010760","09","005","0001",2574,1886,0.8002768,"Bajo"
"090070001351A","09","007","0001",5662,4562,0.800554,"Bajo"
"0901300011370","09","013","0001",4372,3266,0.8005734,"Bajo"
"090050001103A","09","005","0001",4193,3282,0.8008043,"Bajo"
"0900500013159","09","005","0001",4931,3879,0.8009478,"Bajo"
"0901700010155","09","017","0001",2946,2299,0.8010238,"Bajo"
"0901200011443","09","012","0001",4616,3602,0.8010532,"Bajo"
"0900700015450","09","007","0001",3440,2834,0.8010554,"Bajo"
"0901200012263","09","012","0001",5996,4580,0.8011408,"Bajo"
"0900500011059","09","005","0001",3914,3103,0.8012148,"Bajo"
"0900900110420","09","009","0011",7301,5867,0.8012288,"Bajo"
"0900902040524","09","009","0204",61,47,0.8012502,"Bajo"
"0900700014908","09","007","0001",5457,4249,0.801303,"Bajo"
"0900700010784","09","007","0001",6333,5009,0.8013175,"Bajo"
"0900500011044","09","005","0001",6171,4819,0.801333,"Bajo"
"0900700011388","09","007","0001",5426,4299,0.8015571,"Bajo"
"0901000011364","09","010","0001",6035,4902,0.8016719,"Bajo"
"0900700011994","09","007","0001",4227,3294,0.8018141,"Bajo"
"0900700012437","09","007","0001",4942,3984,0.8018187,"Bajo"
"0900600010166","09","006","0001",2460,1811,0.8018208,"Bajo"
"0901000010667","09","010","0001",4977,3797,0.8019681,"Bajo"
"0900700014664","09","007","0001",3420,2727,0.8020316,"Bajo"
"0900500010864","09","005","0001",5563,4365,0.8020521,"Bajo"
"0900400500157","09","004","0050",486,390,0.8021157,"Bajo"
"0901100010575","09","011","0001",5599,4495,0.8021232,"Bajo"
"0900900500100","09","009","0050",27,21,0.8021376,"Bajo"
"0901700010329","09","017","0001",3644,2765,0.8023052,"Bajo"
"090120001223A","09","012","0001",7081,5480,0.8025535,"Bajo"
"0901200012456","09","012","0001",2503,1917,0.8027725,"Bajo"
"0901200012278","09","012","0001",3297,2614,0.8028537,"Bajo"
"0901300011313","09","013","0001",4834,3767,0.8029673,"Bajo"
"0901000010864","09","010","0001",5919,4756,0.8030453,"Bajo"
"0900700010981","09","007","0001",6380,4961,0.8032957,"Bajo"
"0901100211022","09","011","0021",2630,2133,0.8033677,"Bajo"
"0901300011525","09","013","0001",1149,877,0.8034022,"Bajo"
"0901000011824","09","010","0001",4829,3559,0.8034241,"Bajo"
"0901200010500","09","012","0001",7198,5530,0.8034924,"Bajo"
"0900700012850","09","007","0001",3626,2839,0.8035316,"Bajo"
"0900500011025","09","005","0001",7828,6050,0.8036951,"Bajo"
"0900400010250","09","004","0001",4204,3297,0.8037034,"Bajo"
"0901300011421","09","013","0001",1243,900,0.8037094,"Bajo"
"0900700011867","09","007","0001",11213,8624,0.8037177,"Bajo"
"0900800010565","09","008","0001",4295,3299,0.8037947,"Bajo"
"0900700011814","09","007","0001",3682,2938,0.8038186,"Bajo"
"0901300011116","09","013","0001",2839,2178,0.8040813,"Bajo"
"0901700010812","09","017","0001",3751,2925,0.8041162,"Bajo"
"0900700015253","09","007","0001",4435,3388,0.8041703,"Bajo"
"0900700012174","09","007","0001",2333,1813,0.8042171,"Bajo"
"0900500010258","09","005","0001",4713,3821,0.8042748,"Bajo"
"0900700014768","09","007","0001",3724,2909,0.8043693,"Bajo"
"0901201051231","09","012","0105",67,51,0.8043724,"Bajo"
"0901000011720","09","010","0001",4062,3220,0.8044127,"Bajo"
"0900700010426","09","007","0001",8141,6194,0.8045503,"Bajo"
"0901100211003","09","011","0021",11164,8799,0.8045866,"Bajo"
"0900700013045","09","007","0001",6746,5374,0.8045977,"Bajo"
"0901000010597","09","010","0001",3827,2908,0.8047134,"Bajo"
"0900700011918","09","007","0001",4932,3920,0.8047558,"Bajo"
"0901100111037","09","011","0011",4051,3297,0.8047733,"Bajo"
"0900700015056","09","007","0001",804,656,0.804951,"Bajo"
"090070001287A","09","007","0001",2847,2159,0.8051114,"Bajo"
"0900700011778","09","007","0001",6872,5108,0.8054274,"Bajo"
"0901000010050","09","010","0001",4026,2944,0.8056787,"Bajo"
"0901100010950","09","011","0001",7808,6230,0.8059925,"Bajo"
"0900800940368","09","008","0094",2,2,0.8060339,"Bajo"
"0900903590524","09","009","0359",51,48,0.8060346,"Bajo"
"0900800010550","09","008","0001",5957,4710,0.8060824,"Bajo"
"0900500011186","09","005","0001",6184,4843,0.8061474,"Bajo"
"0900500012682","09","005","0001",4993,3985,0.8061476,"Bajo"
"090070001198A","09","007","0001",6004,4609,0.8061547,"Bajo"
"0901600011103","09","016","0001",3102,2284,0.806311,"Bajo"
