"folio_ageb","entidad","alcaldia","localidad","pob","tot_pobres","IDSM","E_IDS_V"
"0900200010025","09","002","0001",5553,3496,0.8973657,"Alto"
"0900500012856","09","005","0001",4784,2718,0.897387,"Alto"
"0900800010194","09","008","0001",3139,1691,0.8974386,"Alto"
"0901200010657","09","012","0001",1768,929,0.8974594,"Alto"
"0900600010236","09","006","0001",4155,2202,0.8975664,"Alto"
"0901600010232","09","016","0001",22,12,0.8975762,"Alto"
"0901300010160","09","013","0001",3947,2001,0.8976297,"Alto"
"0901700010719","09","017","0001",2088,1118,0.897733,"Alto"
"0900500013375","09","005","0001",1175,638,0.8979797,"Alto"
"0901000010633","09","010","0001",1841,1019,0.8980235,"Alto"
"0901204341231","09","012","0434",4,2,0.8982424,"Alto"
"0901000012254","09","010","0001",4623,2605,0.8983268,"Alto"
"0901000011665","09","010","0001",1912,1157,0.8983338,"Alto"
"0901000011025","09","010","0001",630,253,0.8983345,"Alto"
"0900700011284","09","007","0001",1376,779,0.8984421,"Alto"
"0900700014128","09","007","0001",1851,1020,0.8985337,"Alto"
"0901202651250","09","012","0265",8,8,0.8988943,"Alto"
"0900200010947","09","002","0001",4343,2691,0.8989307,"Alto"
"0901600010177","09","016","0001",6887,3538,0.8992164,"Alto"
"090140001051A","09","014","0001",2778,1456,0.8993371,"Alto"
"0900500012714","09","005","0001",2617,1572,0.8993691,"Alto"
"0901500011197","09","015","0001",1102,590,0.8995256,"Alto"
"0900700014414","09","007","0001",7780,4273,0.8995285,"Alto"
"0900200011061","09","002","0001",1712,1023,0.8996316,"Alto"
"0901500011182","09","015","0001",2822,1321,0.8998387,"Alto"
"090070001561A","09","007","0001",1253,698,0.8998526,"Alto"
"0900300011514","09","003","0001",5833,3298,0.8999167,"Alto"
"090080001025A","09","008","0001",3545,1962,0.8999594,"Alto"
"0901000012080","09","010","0001",2446,1264,0.9005803,"Alto"
"0900500012786","09","005","0001",2034,1104,0.9006324,"Alto"
"0901200010553","09","012","0001",3956,1996,0.9006765,"Alto"
"0901200012244","09","012","0001",2213,1107,0.9007113,"Alto"
"0901000011542","09","010","0001",2658,1347,0.9010474,"Alto"
"0901000010968","09","010","0001",4723,2305,0.9011987,"Alto"
"0900400010104","09","004","0001",6897,3624,0.9014993,"Alto"
"0901300010404","09","013","0001",2355,1111,0.9015367,"Alto"
"0901200011890","09","012","0001",422,244,0.9015561,"Alto"
"0900700012526","09","007","0001",1045,491,0.901776,"Alto"
"0901600010834","09","016","0001",495,268,0.9018578,"Alto"
"0900500011612","09","005","0001",2427,1253,0.9021294,"Alto"
"0900700011975","09","007","0001",3469,1784,0.9021627,"Alto"
"0901700010441","09","017","0001",5280,2591,0.9022231,"Alto"
"090130001107A","09","013","0001",3198,1644,0.9024669,"Alto"
"0901200010977","09","012","0001",218,105,0.9025619,"Alto"
"0901000011858","09","010","0001",11286,5614,0.9027392,"Alto"
"0901000010239","09","010","0001",968,528,0.9029162,"Alto"
"0900500011824","09","005","0001",3243,1666,0.9032499,"Alto"
"0900300010291","09","003","0001",4084,1903,0.9032687,"Alto"
"0901200010407","09","012","0001",722,385,0.9037238,"Alto"
"0900300011675","09","003","0001",3873,1897,0.9039067,"Alto"
"0901600011160","09","016","0001",6638,3313,0.9039224,"Alto"
"0900300010060","09","003","0001",4048,2041,0.9039302,"Alto"
"0901500010729","09","015","0001",320,152,0.9041064,"Alto"
"0901000011203","09","010","0001",332,157,0.9044626,"Alto"
"090070001586A","09","007","0001",2500,1285,0.9045403,"Alto"
"090050001060A","09","005","0001",1730,899,0.9046813,"Alto"
"0901500010555","09","015","0001",4619,2289,0.9047219,"Alto"
"0900700014166","09","007","0001",2626,1341,0.9047304,"Alto"
"0901400010539","09","014","0001",2607,1271,0.9047391,"Alto"
"0900700015094","09","007","0001",1513,787,0.9048101,"Alto"
"0900700010727","09","007","0001",2126,1047,0.9049746,"Alto"
"0900700015249","09","007","0001",3200,1724,0.9050195,"Alto"
"0900200010542","09","002","0001",6717,3316,0.9050946,"Alto"
"0901000010690","09","010","0001",3476,1712,0.9051639,"Alto"
"0901500010428","09","015","0001",1531,817,0.9052186,"Alto"
"0901500010697","09","015","0001",6502,3068,0.9052783,"Alto"
"0900300011247","09","003","0001",4962,2762,0.9053661,"Alto"
"0900700012511","09","007","0001",973,476,0.90538,"Alto"
"0901700011134","09","017","0001",1298,674,0.9054725,"Alto"
"0901700010916","09","017","0001",1417,739,0.9055016,"Alto"
"0900600010823","09","006","0001",3335,1871,0.9056439,"Alto"
"0901400010505","09","014","0001",2901,1401,0.9056961,"Alto"
"0901400010168","09","014","0001",1638,835,0.9058351,"Alto"
"0901000010510","09","010","0001",3465,1854,0.9058959,"Alto"
"0900600011111","09","006","0001",1382,665,0.906311,"Alto"
"0900500012803","09","005","0001",4258,2488,0.9063885,"Alto"
"0900500012451","09","005","0001",3218,1665,0.9065617,"Alto"
"0900500011260","09","005","0001",2255,1141,0.9066432,"Alto"
"0901200010394","09","012","0001",1271,710,0.9067301,"Alto"
"090170001094A","09","017","0001",1131,562,0.9067788,"Alto"
"0900300011590","09","003","0001",1837,972,0.9070543,"Alto"
"0900200010129","09","002","0001",5579,3051,0.9070979,"Alto"
"0901600010798","09","016","0001",283,123,0.9072969,"Alto"
"0901400010524","09","014","0001",2733,1303,0.9073178,"Alto"
"0900300010446","09","003","0001",5393,2663,0.9073497,"Alto"
"0901600010482","09","016","0001",9261,4588,0.9073735,"Alto"
"0901400010789","09","014","0001",2766,1403,0.9074246,"Alto"
"0901200010375","09","012","0001",1807,939,0.9074305,"Alto"
"0901500010305","09","015","0001",1340,655,0.907786,"Alto"
"0900700011458","09","007","0001",1672,884,0.9078721,"Alto"
"0901500011479","09","015","0001",2892,1355,0.9079775,"Alto"
"0900700010939","09","007","0001",4236,2140,0.9080766,"Alto"
"090140001083A","09","014","0001",2853,1309,0.9081216,"Alto"
"0901500010841","09","015","0001",1675,786,0.9082766,"Alto"
"0901500011549","09","015","0001",4610,2238,0.9084243,"Alto"
"0900300010304","09","003","0001",1871,888,0.9084644,"Alto"
"0901100011319","09","011","0001",1859,1007,0.9085808,"Alto"
"0901500011430","09","015","0001",1173,541,0.9086356,"Alto"
"0900500012466","09","005","0001",3136,1733,0.9087105,"Alto"
"0901200010341","09","012","0001",2832,1460,0.9088466,"Alto"
"0900300011745","09","003","0001",3488,1834,0.9090329,"Alto"
"0901000012358","09","010","0001",2784,1458,0.9091284,"Alto"
"0901500011464","09","015","0001",2860,1349,0.9095145,"Alto"
"0900600010842","09","006","0001",2060,1087,0.9095182,"Alto"
"0900600010946","09","006","0001",2312,1216,0.9095325,"Alto"
"0901400010685","09","014","0001",4375,2057,0.9096282,"Alto"
"0900300011232","09","003","0001",2949,1471,0.9096657,"Alto"
"090160001100A","09","016","0001",7,4,0.9099518,"Alto"
"0901700010615","09","017","0001",1439,727,0.9100868,"Alto"
"090100001103A","09","010","0001",1698,717,0.9101486,"Alto"
"0901000011237","09","010","0001",4154,2164,0.9103268,"Alto"
"0900700015111","09","007","0001",7601,4007,0.9103307,"Alto"
"0901600010891","09","016","0001",1922,890,0.9103461,"Alto"
"0901700011064","09","017","0001",1677,835,0.9103592,"Alto"
"0900200010044","09","002","0001",4741,2799,0.9104553,"Alto"
"0900500011595","09","005","0001",3415,1619,0.9105663,"Alto"
"0901400010774","09","014","0001",6846,3266,0.9108484,"Alto"
"0901100011304","09","011","0001",1295,663,0.9110864,"Alto"
"090050001142A","09","005","0001",2147,1021,0.9111151,"Alto"
"0901500010593","09","015","0001",4525,2176,0.9111683,"Alto"
"0900300011482","09","003","0001",4717,2502,0.9111995,"Alto"
"0900600010772","09","006","0001",1957,938,0.9112501,"Alto"
"090130001032A","09","013","0001",9,6,0.9113184,"Alto"
"0900500011082","09","005","0001",2746,1322,0.9114543,"Alto"
"0900500011097","09","005","0001",2308,1096,0.9115778,"Alto"
"0900200011150","09","002","0001",3383,1595,0.9116749,"Alto"
"0901500010235","09","015","0001",1239,597,0.9117095,"Alto"
"0901400010079","09","014","0001",5962,2655,0.911722,"Alto"
"0901204311231","09","012","0431",4,3,0.9118613,"Alto"
"0901500010678","09","015","0001",9430,4464,0.9120089,"Alto"
"0900200010449","09","002","0001",2883,1472,0.9121448,"Alto"
"0900500012790","09","005","0001",3638,2034,0.9125254,"Alto"
"0901700010776","09","017","0001",2126,1023,0.9125807,"Alto"
"0901700010761","09","017","0001",1197,596,0.9127754,"Alto"
"0901500011093","09","015","0001",815,386,0.9128623,"Alto"
"0901200010962","09","012","0001",1755,867,0.9128686,"Alto"
"0900500010633","09","005","0001",2571,1274,0.9132134,"Alto"
"0900600010838","09","006","0001",2889,1517,0.9132745,"Alto"
"0900500013407","09","005","0001",8278,4046,0.9133375,"Alto"
"090140001069A","09","014","0001",1600,719,0.9135138,"Alto"
"0901000010703","09","010","0001",1870,892,0.9136083,"Alto"
"0901500010447","09","015","0001",1337,633,0.9136424,"Alto"
"0900500011580","09","005","0001",3139,1456,0.9139148,"Alto"
"090170001151A","09","017","0001",2245,1201,0.9141222,"Alto"
"090020001067A","09","002","0001",6100,3073,0.9142532,"Alto"
"0900200010843","09","002","0001",3594,1726,0.9145301,"Alto"
"0900300010361","09","003","0001",1851,943,0.9145443,"Alto"
"0900500012038","09","005","0001",3178,1525,0.9145749,"Alto"
"0900500011792","09","005","0001",2678,1282,0.9146739,"Alto"
"0901700010920","09","017","0001",157,84,0.914687,"Alto"
"0901500010945","09","015","0001",968,473,0.9147074,"Alto"
"0901500010201","09","015","0001",1595,750,0.9147515,"Alto"
"0900200010504","09","002","0001",4675,2276,0.9148728,"Alto"
"0900500012663","09","005","0001",2569,1290,0.9151349,"Alto"
"0901203981231","09","012","0398",6,3,0.9153901,"Alto"
"0900300011270","09","003","0001",4125,2078,0.9153923,"Alto"
"0901200010568","09","012","0001",3611,1735,0.9154311,"Alto"
"090150001024A","09","015","0001",1040,469,0.9154786,"Alto"
"0901500010377","09","015","0001",1035,490,0.9156326,"Alto"
"0901400010469","09","014","0001",6889,3093,0.9156774,"Alto"
"0901000010258","09","010","0001",728,352,0.915692,"Alto"
"0901500010061","09","015","0001",1207,526,0.9157034,"Alto"
"090030001175A","09","003","0001",3595,1820,0.9158215,"Alto"
"0900500011650","09","005","0001",7701,4177,0.9158725,"Alto"
"0900500011326","09","005","0001",2595,1289,0.9158932,"Alto"
"0900500010934","09","005","0001",2455,1117,0.916001,"Alto"
"0901300011065","09","013","0001",3975,1826,0.9160901,"Alto"
"090150001138A","09","015","0001",568,265,0.9162183,"Alto"
"0900700011443","09","007","0001",1944,959,0.9162227,"Alto"
"0901000010135","09","010","0001",20306,8649,0.916346,"Alto"
"0901500011426","09","015","0001",1265,571,0.9164208,"Alto"
"0901700011083","09","017","0001",1161,534,0.9164324,"Alto"
"0900700014448","09","007","0001",2455,1195,0.9165237,"Alto"
"0901500011337","09","015","0001",1752,818,0.916551,"Alto"
"0901400010308","09","014","0001",3727,1741,0.9166101,"Alto"
"090050001181A","09","005","0001",3723,1779,0.9166552,"Alto"
"0900500011788","09","005","0001",3034,1490,0.9166631,"Alto"
"0900300011497","09","003","0001",5172,2607,0.9167104,"Alto"
"0901700011350","09","017","0001",1206,577,0.9167649,"Alto"
"0900300011317","09","003","0001",2725,1388,0.9168252,"Alto"
"0901500010682","09","015","0001",5312,2362,0.9168963,"Alto"
"0901300010029","09","013","0001",2075,949,0.9169086,"Alto"
"0900200010913","09","002","0001",3289,1788,0.9169204,"Alto"
"0900700015126","09","007","0001",4840,2447,0.9169696,"Alto"
"0901500011089","09","015","0001",1797,851,0.9169831,"Alto"
"0900200010684","09","002","0001",3914,1819,0.9171336,"Alto"
"0900300010107","09","003","0001",6819,3173,0.9171539,"Alto"
"0901500011214","09","015","0001",2541,1083,0.9171604,"Alto"
"0901500010269","09","015","0001",1200,550,0.917374,"Alto"
"0900200010010","09","002","0001",3175,1698,0.9174061,"Alto"
"0901600010073","09","016","0001",1198,514,0.9175205,"Alto"
"0901600010603","09","016","0001",2447,1104,0.9176447,"Alto"
"0901700011100","09","017","0001",1278,650,0.9176894,"Alto"
"090050001263A","09","005","0001",2447,1263,0.9177626,"Alto"
"0901400010331","09","014","0001",2561,1141,0.9178597,"Alto"
"0901400010473","09","014","0001",1867,859,0.9179283,"Alto"
"0901400010327","09","014","0001",1740,793,0.9179392,"Alto"
"0901400010878","09","014","0001",5482,2430,0.9179538,"Alto"
"0901200012066","09","012","0001",3317,1456,0.9180766,"Alto"
"0901400010666","09","014","0001",3395,1516,0.9181308,"Alto"
"0900300011251","09","003","0001",2292,1132,0.9181928,"Alto"
"0901000010012","09","010","0001",1681,814,0.9182618,"Alto"
"0900700014433","09","007","0001",3727,1635,0.9183399,"Alto"
"0901400010187","09","014","0001",6496,2920,0.918349,"Alto"
"090160001118A","09","016","0001",7362,3256,0.9183547,"Alto"
"090140001012A","09","014","0001",5439,2377,0.9185048,"Alto"
"0901400010488","09","014","0001",10163,4646,0.918623,"Alto"
"0900700011176","09","007","0001",2162,1010,0.9189702,"Alto"
"090020001099A","09","002","0001",1332,692,0.9190767,"Alto"
"090150001031A","09","015","0001",1323,633,0.9192162,"Alto"
"0900200011112","09","002","0001",4227,2171,0.9192646,"Alto"
"0900200010985","09","002","0001",2312,1155,0.9195041,"Alto"
"0901400010312","09","014","0001",2114,983,0.9195524,"Alto"
"0901000010830","09","010","0001",748,327,0.9195539,"Alto"
"0900500011896","09","005","0001",4387,2126,0.9195739,"Alto"
"0900300011181","09","003","0001",4083,1998,0.9197562,"Alto"
"0900500012894","09","005","0001",2126,1118,0.9197587,"Alto"
"0901000012339","09","010","0001",2567,1311,0.9198793,"Alto"
"0900200010472","09","002","0001",6453,2928,0.9199179,"Alto"
"0900300010516","09","003","0001",1416,644,0.9199954,"Alto"
"0900700011439","09","007","0001",2553,1315,0.9200039,"Alto"
"0901200012085","09","012","0001",2483,1103,0.9203115,"Alto"
"0901400010115","09","014","0001",5021,2195,0.9203116,"Alto"
"0900300011302","09","003","0001",1949,990,0.9205787,"Alto"
"090160001029A","09","016","0001",8965,4078,0.9207572,"Alto"
"0900500012678","09","005","0001",2417,1178,0.9207988,"Alto"
"0900200010171","09","002","0001",2284,1101,0.9208102,"Alto"
"0900300010130","09","003","0001",1929,904,0.9208269,"Alto"
"0900500011608","09","005","0001",2425,1084,0.9208827,"Alto"
"0900700010106","09","007","0001",1505,747,0.9209261,"Alto"
"0900700010642","09","007","0001",2435,1150,0.9209536,"Alto"
"0900300011321","09","003","0001",3701,1773,0.9210181,"Alto"
"0901400010172","09","014","0001",1783,813,0.9211708,"Alto"
"0900300011285","09","003","0001",3578,1719,0.9212093,"Alto"
"0901500010362","09","015","0001",3329,1569,0.9212285,"Alto"
"0901700010988","09","017","0001",1261,623,0.9212855,"Alto"
"0901200010996","09","012","0001",687,328,0.9213601,"Alto"
"0901000012061","09","010","0001",8357,4195,0.9214344,"Alto"
"0900500010366","09","005","0001",11651,5284,0.9216062,"Alto"
"0901500011178","09","015","0001",2700,1195,0.9216908,"Alto"
"0901000010760","09","010","0001",836,383,0.9218637,"Alto"
"0900500012432","09","005","0001",2640,1289,0.9218838,"Alto"
"0900600010749","09","006","0001",2617,1156,0.9218984,"Alto"
"090020001028A","09","002","0001",3088,1453,0.9220208,"Alto"
"0900300011020","09","003","0001",4351,2044,0.9222269,"Alto"
"0901204031231","09","012","0403",3,3,0.9222752,"Alto"
"0901000010756","09","010","0001",1463,693,0.9223462,"Alto"
"0900300011213","09","003","0001",5632,2671,0.9224473,"Alto"
"0901600010181","09","016","0001",8633,3815,0.9225724,"Alto"
"0900500011129","09","005","0001",1593,730,0.9226457,"Alto"
"0901000010027","09","010","0001",2405,1109,0.9226495,"Alto"
"0900300011478","09","003","0001",3806,1824,0.9226636,"Alto"
"0901700010935","09","017","0001",3110,1412,0.9226657,"Alto"
"090030001054A","09","003","0001",727,308,0.9228437,"Alto"
"0900700014429","09","007","0001",2026,945,0.9230561,"Alto"
"0901300010207","09","013","0001",2832,1304,0.9231683,"Alto"
"0900500011805","09","005","0001",3874,1584,0.9232002,"Alto"
"0901200011941","09","012","0001",1404,695,0.9232247,"Alto"
"0901400010280","09","014","0001",2385,1125,0.9233425,"Alto"
"0900500012004","09","005","0001",2697,1248,0.9234398,"Alto"
"0901000011218","09","010","0001",2670,1346,0.9234741,"Alto"
"090170001137A","09","017","0001",1906,869,0.9235407,"Alto"
"0901000011010","09","010","0001",2483,1051,0.9236277,"Alto"
"0900902180100","09","009","0218",6,2,0.923751,"Alto"
"0901200012371","09","012","0001",17,7,0.9237938,"Alto"
"0901400010100","09","014","0001",1862,785,0.9238253,"Alto"
"0901500010216","09","015","0001",1246,566,0.9239061,"Alto"
"0901600010069","09","016","0001",4588,2036,0.92395,"Alto"
"0901700011153","09","017","0001",869,397,0.9240429,"Alto"
"090050001199A","09","005","0001",4231,2050,0.9241052,"Alto"
"090020001010A","09","002","0001",3314,1632,0.9244227,"Alto"
"0901000010794","09","010","0001",733,329,0.9245832,"Alto"
"0900500012447","09","005","0001",2629,1260,0.9246315,"Alto"
"0901600010637","09","016","0001",3093,1635,0.9246655,"Alto"
"090150001145A","09","015","0001",3247,1354,0.9247367,"Alto"
"0900700010055","09","007","0001",3680,1659,0.9247428,"Alto"
"0900700010197","09","007","0001",2730,1246,0.92479,"Alto"
"0901600010590","09","016","0001",736,298,0.9248044,"Alto"
"0900500010277","09","005","0001",3117,1415,0.92487,"Alto"
"0900500010883","09","005","0001",755,328,0.9250528,"Alto"
"0900500012644","09","005","0001",2232,1065,0.9250995,"Alto"
"0900500011576","09","005","0001",4289,1880,0.9252136,"Alto"
"0901400010492","09","014","0001",3206,1372,0.9252847,"Alto"
"0901700011115","09","017","0001",1739,810,0.9253424,"Alto"
"0901400010011","09","014","0001",3741,1569,0.9255571,"Alto"
"0901300011262","09","013","0001",2960,1329,0.9256065,"Alto"
"0901000010262","09","010","0001",436,170,0.9257815,"Alto"
"0901000010722","09","010","0001",2244,1004,0.925855,"Alto"
"0901400010276","09","014","0001",4535,2009,0.9258706,"Alto"
"0901000010826","09","010","0001",763,360,0.9260229,"Alto"
"0900500010900","09","005","0001",1847,859,0.9260915,"Alto"
"0901500011411","09","015","0001",2354,1061,0.9261158,"Alto"
"0900500012659","09","005","0001",2118,1031,0.9262035,"Alto"
"0901600010478","09","016","0001",5841,2718,0.9263051,"Alto"
"0901400010543","09","014","0001",5440,2157,0.9263995,"Alto"
"090120001102A","09","012","0001",2911,1273,0.9264371,"Alto"
"0900300010427","09","003","0001",1916,832,0.9265047,"Alto"
"0901400010261","09","014","0001",7698,3192,0.9265845,"Alto"
"0901000010807","09","010","0001",1839,850,0.9265962,"Alto"
"0901500010292","09","015","0001",1383,592,0.926618,"Alto"
"0901400010098","09","014","0001",5911,2384,0.9266495,"Alto"
"0900902490524","09","009","0249",11,4,0.9266809,"Alto"
"0900300011410","09","003","0001",4149,1753,0.9267843,"Alto"
"0900500011561","09","005","0001",4057,1719,0.9270073,"Alto"
"0901500010381","09","015","0001",1180,542,0.9270128,"Alto"
"0901500010396","09","015","0001",428,197,0.927115,"Alto"
"0900200010805","09","002","0001",1955,866,0.9271251,"Alto"
"0900800010048","09","008","0001",2514,1129,0.927148,"Alto"
"0901000011928","09","010","0001",2130,1028,0.9271663,"Alto"
"0901500010837","09","015","0001",669,270,0.9272098,"Alto"
"0901400010295","09","014","0001",2151,881,0.9274874,"Alto"
"0901600011226","09","016","0001",4748,1956,0.9275105,"Alto"
"0901700011257","09","017","0001",2521,1120,0.9275311,"Alto"
"0900200010839","09","002","0001",2939,1345,0.9275563,"Alto"
"0900200010932","09","002","0001",387,189,0.9275973,"Alto"
"0900400010049","09","004","0001",3790,1641,0.9276198,"Alto"
"0901400010064","09","014","0001",3820,1577,0.9277217,"Alto"
"0901600010957","09","016","0001",73,41,0.9277233,"Alto"
"090030001015A","09","003","0001",4805,2155,0.9278597,"Alto"
"0900500012377","09","005","0001",2940,1323,0.927931,"Alto"
"0901500010199","09","015","0001",480,198,0.9281368,"Alto"
"0901400010990","09","014","0001",5499,2260,0.9281482,"Alto"
"0901000010559","09","010","0001",2336,988,0.9281802,"Alto"
"0901400011024","09","014","0001",4025,1683,0.9282295,"Alto"
"0900500010737","09","005","0001",2784,1292,0.9283824,"Alto"
"0900300010056","09","003","0001",3692,1560,0.9284402,"Alto"
"0901200010549","09","012","0001",2703,1134,0.9284565,"Alto"
"0901400010257","09","014","0001",7241,2844,0.9285617,"Alto"
"0900500010879","09","005","0001",1835,818,0.928571,"Alto"
"090030001150A","09","003","0001",4476,2006,0.928806,"Alto"
"0901500010930","09","015","0001",552,238,0.9288386,"Alto"
"0901700011079","09","017","0001",2534,1101,0.9288488,"Alto"
"0900700011477","09","007","0001",2144,986,0.9288632,"Alto"
"0900200010970","09","002","0001",2926,1352,0.9288956,"Alto"
"0901200010040","09","012","0001",1087,457,0.9288964,"Alto"
"0900700013628","09","007","0001",1143,524,0.928937,"Alto"
"0900300010200","09","003","0001",5393,2141,0.9290767,"Alto"
"0900300011641","09","003","0001",2456,1021,0.9292545,"Alto"
"0901700010954","09","017","0001",839,343,0.9292578,"Alto"
"090150001120A","09","015","0001",1717,709,0.9293607,"Alto"
"0901500010409","09","015","0001",1239,547,0.9294057,"Alto"
"0901500011341","09","015","0001",3076,1398,0.9294117,"Alto"
"0901400010670","09","014","0001",6611,2690,0.9294271,"Alto"
"0901200010924","09","012","0001",5079,2089,0.9295147,"Alto"
"0900300011726","09","003","0001",2945,1248,0.9295306,"Alto"
"0900500012409","09","005","0001",3695,1773,0.9295576,"Alto"
"0901700011346","09","017","0001",1243,564,0.9296612,"Alto"
"0900500011415","09","005","0001",3310,1409,0.929756,"Alto"
"0900800010033","09","008","0001",584,233,0.9297943,"Alto"
"0901500011360","09","015","0001",1657,671,0.9299362,"Alto"
"0900200011127","09","002","0001",2808,1410,0.9299536,"Alto"
"090050001092A","09","005","0001",2757,1110,0.9301186,"Alto"
"0901000010224","09","010","0001",495,213,0.9301983,"Alto"
"0901000010277","09","010","0001",456,211,0.9305353,"Alto"
"0900200011131","09","002","0001",2509,1117,0.9305468,"Alto"
"0901500010790","09","015","0001",2779,1079,0.9306021,"Alto"
"090100001078A","09","010","0001",1102,510,0.9306065,"Alto"
"0901400010632","09","014","0001",6692,2730,0.9308198,"Alto"
"0900500012362","09","005","0001",2407,1075,0.9308745,"Alto"
"0900700010182","09","007","0001",2931,1345,0.9309973,"Alto"
"0901200010958","09","012","0001",1132,469,0.9310006,"Alto"
"0901600011014","09","016","0001",246,82,0.931102,"Alto"
"0901000010775","09","010","0001",1381,612,0.9312177,"Alto"
"0900700011481","09","007","0001",2404,1024,0.9313899,"Alto"
"0901700010969","09","017","0001",471,217,0.9313932,"Alto"
"0901400010952","09","014","0001",3726,1605,0.9315079,"Alto"
"0900200010097","09","002","0001",2146,1039,0.9315102,"Alto"
"0901200011068","09","012","0001",1838,785,0.9315301,"Alto"
"0901700011149","09","017","0001",1171,502,0.9315867,"Alto"
"090100001021A","09","010","0001",677,274,0.9316033,"Alto"
"0900500010898","09","005","0001",1477,669,0.9316243,"Alto"
"0900300010215","09","003","0001",5942,2397,0.9316707,"Alto"
"0901400010223","09","014","0001",1037,430,0.9319065,"Alto"
"0900200010148","09","002","0001",2468,1086,0.931959,"Alto"
"0900700010905","09","007","0001",2527,1014,0.9319764,"Alto"
"0900500011504","09","005","0001",1019,460,0.932045,"Alto"
"0901400010454","09","014","0001",1871,756,0.9321796,"Alto"
"0901000010718","09","010","0001",956,408,0.9324088,"Alto"
"090100001110A","09","010","0001",3498,1515,0.9325565,"Alto"
"0901500011445","09","015","0001",1500,612,0.9327697,"Alto"
"0900800010122","09","008","0001",1713,709,0.932913,"Muy Alto"
"0900500010968","09","005","0001",1729,829,0.9329224,"Muy Alto"
"0901200010854","09","012","0001",1126,490,0.9329511,"Muy Alto"
"0901400010863","09","014","0001",7707,3023,0.9330014,"Muy Alto"
"0901500011002","09","015","0001",2344,938,0.9330643,"Muy Alto"
"0901400010149","09","014","0001",3268,1387,0.9331287,"Muy Alto"
"0901600010209","09","016","0001",1197,472,0.9332281,"Muy Alto"
"0900200011146","09","002","0001",919,371,0.9332867,"Muy Alto"
"090140001044A","09","014","0001",4186,1643,0.9333233,"Muy Alto"
"0901500010220","09","015","0001",809,358,0.9334119,"Muy Alto"
"0901200011975","09","012","0001",4170,1772,0.933452,"Muy Alto"
"0900600010908","09","006","0001",1280,517,0.9334532,"Muy Alto"
"0901400010083","09","014","0001",4585,1728,0.9335514,"Muy Alto"
"0900700010110","09","007","0001",1917,806,0.9336568,"Muy Alto"
"0901400010134","09","014","0001",4901,1919,0.9336673,"Muy Alto"
"090030001129A","09","003","0001",3417,1529,0.9337313,"Muy Alto"
"0900200010896","09","002","0001",1504,631,0.9338073,"Muy Alto"
"0901204281231","09","012","0428",4,2,0.9339449,"Muy Alto"
"0901400010045","09","014","0001",3279,1268,0.9340707,"Muy Alto"
"090140001101A","09","014","0001",4190,1709,0.934248,"Muy Alto"
"0901200010746","09","012","0001",1661,689,0.9343755,"Muy Alto"
"090130001139A","09","013","0001",1705,748,0.9344861,"Muy Alto"
"0900300010319","09","003","0001",2425,960,0.9345506,"Muy Alto"
"0900300011459","09","003","0001",2407,986,0.9348058,"Muy Alto"
"0901000011241","09","010","0001",5253,2186,0.9348853,"Muy Alto"
"0900700010801","09","007","0001",3555,1428,0.9349041,"Muy Alto"
"0901400010986","09","014","0001",5104,1964,0.9349099,"Muy Alto"
"0901400011005","09","014","0001",7390,2939,0.9349259,"Muy Alto"
"0901400010859","09","014","0001",5543,2208,0.9350731,"Muy Alto"
"0901400010026","09","014","0001",3890,1524,0.9351096,"Muy Alto"
"0901300011385","09","013","0001",2048,840,0.9352508,"Muy Alto"
"0901400010030","09","014","0001",5250,1958,0.9352917,"Muy Alto"
"0901400010435","09","014","0001",5352,2051,0.9353573,"Muy Alto"
"0900600010895","09","006","0001",2360,965,0.935377,"Muy Alto"
"0901600010622","09","016","0001",4189,2116,0.9354175,"Muy Alto"
"0901700010992","09","017","0001",959,439,0.9354295,"Muy Alto"
"0900300011571","09","003","0001",1986,899,0.9355235,"Muy Alto"
"090160001068A","09","016","0001",2016,800,0.9355997,"Muy Alto"
"0901500010451","09","015","0001",573,252,0.9356608,"Muy Alto"
"0901600011029","09","016","0001",2204,869,0.9356805,"Muy Alto"
"0901700010973","09","017","0001",979,437,0.9357112,"Muy Alto"
"0900700011941","09","007","0001",4191,1812,0.9357336,"Muy Alto"
"0901500010324","09","015","0001",668,258,0.9358264,"Muy Alto"
"0901200010106","09","012","0001",297,134,0.9359149,"Muy Alto"
"0901600010745","09","016","0001",2391,1154,0.9359307,"Muy Alto"
"0900300010588","09","003","0001",1737,716,0.935955,"Muy Alto"
"0900300011586","09","003","0001",371,145,0.9360683,"Muy Alto"
"0901200010661","09","012","0001",1001,410,0.9360787,"Muy Alto"
"090170001112A","09","017","0001",353,139,0.9361901,"Muy Alto"
"0900300010323","09","003","0001",2344,988,0.9363458,"Muy Alto"
"0901500010413","09","015","0001",205,84,0.9363579,"Muy Alto"
"0900500010506","09","005","0001",2888,1142,0.9363987,"Muy Alto"
"0901700010742","09","017","0001",1692,693,0.936403,"Muy Alto"
"0901600010800","09","016","0001",1462,703,0.9364742,"Muy Alto"
"0900200010434","09","002","0001",2785,1154,0.9365332,"Muy Alto"
"0900300010094","09","003","0001",3368,1388,0.9366984,"Muy Alto"
"0901400010242","09","014","0001",4190,1553,0.9367347,"Muy Alto"
"0900300010713","09","003","0001",4538,2045,0.9368001,"Muy Alto"
"0900200010701","09","002","0001",2330,938,0.9368432,"Muy Alto"
