"CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","CVE_AGEB","Area"
"1503300011010","15","033","0001","1010","468534"
"1503300013873","15","033","0001","3873","152887"
"1503300013290","15","033","0001","3290","204079"
"150330001021A","15","033","0001","021A","545603"
"1503300010065","15","033","0001","0065","367388"
"150330001007A","15","033","0001","007A","286374"
"1503300010084","15","033","0001","0084","209665"
"1503300010120","15","033","0001","0120","232353"
"1503300010135","15","033","0001","0135","305345"
"150330001014A","15","033","0001","014A","316079"
"1503300010173","15","033","0001","0173","299949"
"1503300010262","15","033","0001","0262","372598"
"1503300010277","15","033","0001","0277","567677"
"1503300010328","15","033","0001","0328","364048"
"1503300010366","15","033","0001","0366","193065"
"1503300010370","15","033","0001","0370","81766"
"1503300010402","15","033","0001","0402","189979"
"1503300010417","15","033","0001","0417","106482"
"1503300010436","15","033","0001","0436","259267"
"1503300010582","15","033","0001","0582","605798"
"1503300010648","15","033","0001","0648","406057"
"1503300010703","15","033","0001","0703","220005"
"1503300010722","15","033","0001","0722","236805"
"1503300010737","15","033","0001","0737","245545"
"1503300010760","15","033","0001","0760","444334"
"1503300010794","15","033","0001","0794","208122"
"1503300010807","15","033","0001","0807","226230"
"1503300010811","15","033","0001","0811","237370"
"1503300010826","15","033","0001","0826","384652"
"1503300010830","15","033","0001","0830","239674"
"1503300010845","15","033","0001","0845","568911"
"1503300011044","15","033","0001","1044","389171"
"1503300011078","15","033","0001","1078","490696"
"1503300013568","15","033","0001","3568","105940"
"1503300011152","15","033","0001","1152","527832"
"1503300011167","15","033","0001","1167","436130"
"1503300011434","15","033","0001","1434","414743"
"1503300011449","15","033","0001","1449","267213"
"1503300011468","15","033","0001","1468","236965"
"1503300011487","15","033","0001","1487","360278"
"1503300011491","15","033","0001","1491","444032"
"1503300011542","15","033","0001","1542","398169"
"1503300011595","15","033","0001","1595","423662"
"150330001174A","15","033","0001","174A","186475"
"1503300012019","15","033","0001","2019","120880"
"1503300012112","15","033","0001","2112","657003"
"1503300012220","15","033","0001","2220","238869"
"1503300012273","15","033","0001","2273","533195"
"1503300012288","15","033","0001","2288","378176"
"1503300012983","15","033","0001","2983","210013"
"1503300012377","15","033","0001","2377","88785"
"1503300013661","15","033","0001","3661","238275"
"1503300012521","15","033","0001","2521","302108"
"150330001313A","15","033","0001","313A","131658"
"1503300014763","15","033","0001","4763","227663"
"1503300012964","15","033","0001","2964","224443"
"1503300013021","15","033","0001","3021","223038"
"1503300013036","15","033","0001","3036","274080"
"1503300013055","15","033","0001","3055","262053"
"1503300013089","15","033","0001","3089","201937"
"1503300013093","15","033","0001","3093","187145"
"1503300013178","15","033","0001","3178","142613"
"150330001320A","15","033","0001","320A","209284"
"1503300013233","15","033","0001","3233","317574"
"1503300013318","15","033","0001","3318","194979"
"1503300013337","15","033","0001","3337","172442"
"1503300013360","15","033","0001","3360","226758"
"1503300013375","15","033","0001","3375","190851"
"1503300013515","15","033","0001","3515","374341"
"1503300013623","15","033","0001","3623","388516"
"1503300013642","15","033","0001","3642","300674"
"1503300013657","15","033","0001","3657","395586"
"1503300013676","15","033","0001","3676","250074"
"1503300013680","15","033","0001","3680","147615"
"1503300013905","15","033","0001","3905","515884"
"1503300013962","15","033","0001","3962","226909"
"1503300014068","15","033","0001","4068","496754"
"1503300014392","15","033","0001","4392","215593"
"1503300014513","15","033","0001","4513","322754"
"150330001466A","15","033","0001","466A","262907"
"150330001459A","15","033","0001","459A","148505"
"1503300014960","15","033","0001","4960","11676"
"1503300014655","15","033","0001","4655","279307"
"1503300014725","15","033","0001","4725","313501"
"150330001039A","15","033","0001","039A","95933"
"1503300012822","15","033","0001","2822","292527"
"1503300011415","15","033","0001","1415","219039"
"1503300010101","15","033","0001","0101","573058"
"1503300010050","15","033","0001","0050","435332"
"1503300010243","15","033","0001","0243","168659"
"1503300010258","15","033","0001","0258","187091"
"1503300010332","15","033","0001","0332","282632"
"1503300010510","15","033","0001","0510","246996"
"1503300010525","15","033","0001","0525","320237"
"150330001085A","15","033","0001","085A","217042"
"1503300010864","15","033","0001","0864","227375"
"1503300010879","15","033","0001","0879","177554"
"1503300010883","15","033","0001","0883","219849"
"1503300010898","15","033","0001","0898","185199"
"1503300011631","15","033","0001","1631","427883"
"1503300012042","15","033","0001","2042","279505"
"1503300012057","15","033","0001","2057","305935"
"1503300012150","15","033","0001","2150","314816"
"1503300012358","15","033","0001","2358","267888"
"1503300012447","15","033","0001","2447","356901"
"1503300012593","15","033","0001","2593","653062"
"1503300012894","15","033","0001","2894","212238"
"1503300012818","15","033","0001","2818","242105"
"150330001288A","15","033","0001","288A","234043"
"1503300013341","15","033","0001","3341","426103"
"1503300013356","15","033","0001","3356","271762"
"1503300013445","15","033","0001","3445","422517"
"1503300013549","15","033","0001","3549","706939"
"1503300013553","15","033","0001","3553","98899"
"1503300011877","15","033","0001","1877","458047"
"1503300013110","15","033","0001","3110","202482"
"1503300011294","15","033","0001","1294","403919"
"1503300010559","15","033","0001","0559","100965"
"1503300010563","15","033","0001","0563","335791"
"1503300011345","15","033","0001","1345","161278"
"1503300011311","15","033","0001","1311","292094"
"1503300011222","15","033","0001","1222","75356"
"1503300010934","15","033","0001","0934","325901"
"1503300011792","15","033","0001","1792","405995"
"1503300011006","15","033","0001","1006","570611"
"1503300011805","15","033","0001","1805","390794"
"1503300011241","15","033","0001","1241","180756"
"1503300013125","15","033","0001","3125","133320"
"1503300011256","15","033","0001","1256","180534"
"150330001128A","15","033","0001","128A","228461"
"1503300011275","15","033","0001","1275","259783"
"1503300014142","15","033","0001","4142","443079"
"1503300013943","15","033","0001","3943","391533"
"1503300010629","15","033","0001","0629","278496"
"150330001142A","15","033","0001","142A","371423"
"1503300013144","15","033","0001","3144","137798"
"1503300010154","15","033","0001","0154","378985"
"1503300010192","15","033","0001","0192","371575"
"1503300010188","15","033","0001","0188","623208"
"1503300010440","15","033","0001","0440","247371"
"150330001046A","15","033","0001","046A","1645084"
"1503300010455","15","033","0001","0455","313321"
"1503300010667","15","033","0001","0667","1386215"
"1503300010686","15","033","0001","0686","283030"
"150330001078A","15","033","0001","078A","1148652"
"1503300010741","15","033","0001","0741","194297"
"150330001135A","15","033","0001","135A","754397"
"1503300011383","15","033","0001","1383","448918"
"1503300011398","15","033","0001","1398","439326"
"1503300011472","15","033","0001","1472","596436"
"1503300011608","15","033","0001","1608","384387"
"1503300011580","15","033","0001","1580","249863"
"1503300011735","15","033","0001","1735","342703"
"1503300011951","15","033","0001","1951","427889"
"1503300011966","15","033","0001","1966","533306"
"1503300011970","15","033","0001","1970","497547"
"1503300012235","15","033","0001","2235","317728"
"150330001224A","15","033","0001","224A","250559"
"1503300012292","15","033","0001","2292","560889"
"150330001231A","15","033","0001","231A","300660"
"150330001249A","15","033","0001","249A","81151"
"1503300012748","15","033","0001","2748","286540"
"150330001306A","15","033","0001","306A","317891"
"1503300013074","15","033","0001","3074","274323"
"1503300013163","15","033","0001","3163","125015"
"1503300013182","15","033","0001","3182","216825"
"1503300013252","15","033","0001","3252","646853"
"1503300013229","15","033","0001","3229","861912"
"150330001338A","15","033","0001","338A","426174"
"1503300013394","15","033","0001","3394","218501"
"1503300013322","15","033","0001","3322","198634"
"1503300013572","15","033","0001","3572","1043207"
"1503300013591","15","033","0001","3591","272515"
"1503300013619","15","033","0001","3619","183604"
"1503300013638","15","033","0001","3638","312473"
"1503300013892","15","033","0001","3892","518840"
"150330001391A","15","033","0001","391A","277832"
"1503300013981","15","033","0001","3981","172283"
"1503300013939","15","033","0001","3939","1176002"
"1503300014566","15","033","0001","4566","412400"
"1503300014585","15","033","0001","4585","300254"
"1503300011773","15","033","0001","1773","219033"
"1503300011858","15","033","0001","1858","328020"
"1503300011769","15","033","0001","1769","277605"
"1503300012165","15","033","0001","2165","242160"
"1503300012199","15","033","0001","2199","352955"
"1503300012254","15","033","0001","2254","163923"
"1503300012733","15","033","0001","2733","230524"
"1503300012841","15","033","0001","2841","422911"
"1503300011059","15","033","0001","1059","692711"
"1503300011082","15","033","0001","1082","309226"
"150330001110A","15","033","0001","110A","252951"
"1503300011186","15","033","0001","1186","265086"
"1503300011190","15","033","0001","1190","284910"
"1503300010421","15","033","0001","0421","132796"
"1503300013816","15","033","0001","3816","27444"
"1503300012080","15","033","0001","2080","224448"
"1503300010099","15","033","0001","0099","733634"
"1503300010239","15","033","0001","0239","1095461"
"1503300010718","15","033","0001","0718","138688"
"1503300012945","15","033","0001","2945","273806"
"1503300013197","15","033","0001","3197","219332"
"1503300013464","15","033","0001","3464","1402064"
"1503300013534","15","033","0001","3534","575435"
"1503300014890","15","033","0001","4890","328420"
"1503300010224","15","033","0001","0224","727866"
"1503300014903","15","033","0001","4903","380326"
"1503300013604","15","033","0001","3604","228936"
"1503300013888","15","033","0001","3888","280291"
"1503300011025","15","033","0001","1025","209926"
"1503300014640","15","033","0001","4640","249041"
"150330001181A","15","033","0001","181A","182055"
"1503300010489","15","033","0001","0489","102086"
"1503300010506","15","033","0001","0506","99846"
"1503300010544","15","033","0001","0544","86778"
"1503300011932","15","033","0001","1932","423716"
"1503300012004","15","033","0001","2004","230870"
"1503300012023","15","033","0001","2023","167678"
"150330001295A","15","033","0001","295A","199681"
"1503300014848","15","033","0001","4848","37773"
"1503300012502","15","033","0001","2502","124309"
"1503300012659","15","033","0001","2659","174835"
"1503300012790","15","033","0001","2790","561240"
"1503300012803","15","033","0001","2803","606178"
"1503300012907","15","033","0001","2907","188341"
"1503300013411","15","033","0001","3411","163130"
"1503300014053","15","033","0001","4053","187354"
"150330001434A","15","033","0001","434A","610862"
"1503300014477","15","033","0001","4477","509716"
"1503300014528","15","033","0001","4528","614428"
"1503300014689","15","033","0001","4689","220786"
"1503300012589","15","033","0001","2589","166046"
"1503300010949","15","033","0001","0949","161821"
"1503300013695","15","033","0001","3695","159272"
"1503300013750","15","033","0001","3750","31724"
"1503300013869","15","033","0001","3869","303203"
"1503300012076","15","033","0001","2076","409097"
"1503300012339","15","033","0001","2339","275949"
"1503300012343","15","033","0001","2343","114313"
"1503300013854","15","033","0001","3854","152342"
"1503300013587","15","033","0001","3587","339176"
"1503300014373","15","033","0001","4373","298710"
"1503300014509","15","033","0001","4509","634627"
"1503300010578","15","033","0001","0578","399919"
"1503300010756","15","033","0001","0756","216888"
"1503300010205","15","033","0001","0205","172419"
"1503300013286","15","033","0001","3286","177048"
"1503300011114","15","033","0001","1114","283156"
"1503300013040","15","033","0001","3040","277429"
"1503300013500","15","033","0001","3500","409959"
"1503300013977","15","033","0001","3977","230804"
"1503300014918","15","033","0001","4918","312997"
"1503300014462","15","033","0001","4462","401158"
"1503300011716","15","033","0001","1716","610948"
"1503300011720","15","033","0001","1720","251876"
"1503300012201","15","033","0001","2201","303712"
"1503300012216","15","033","0001","2216","1029387"
"1503300012428","15","033","0001","2428","230073"
"1503300012432","15","033","0001","2432","223004"
"150330001256A","15","033","0001","256A","150841"
"1503300012574","15","033","0001","2574","436695"
"1503300012729","15","033","0001","2729","104830"
"1503300012752","15","033","0001","2752","293621"
"1503300012979","15","033","0001","2979","270711"
"1503300012998","15","033","0001","2998","267386"
"1503300013002","15","033","0001","3002","261558"
"1503300013017","15","033","0001","3017","287913"
"1503300013407","15","033","0001","3407","334982"
"150330001345A","15","033","0001","345A","1076853"
"1503300013746","15","033","0001","3746","995451"
"150330001377A","15","033","0001","377A","46462"
"1503300013784","15","033","0001","3784","12027"
"1503300013801","15","033","0001","3801","9199"
"1503300013835","15","033","0001","3835","568485"
"1503300014091","15","033","0001","4091","7690"
"1503300014104","15","033","0001","4104","339132"
"1503300014227","15","033","0001","4227","536776"
"1503300014231","15","033","0001","4231","382837"
"1503300014388","15","033","0001","4388","235600"
"1503300014439","15","033","0001","4439","374941"
"1503300014458","15","033","0001","4458","706193"
"1503300014570","15","033","0001","4570","528467"
"1503300014941","15","033","0001","4941","1598154"
"1503300014956","15","033","0001","4956","44730"
"1503300014975","15","033","0001","4975","14569"
"150330001498A","15","033","0001","498A","135734"
"150330001402A","15","033","0001","402A","44505"
"1503300014994","15","033","0001","4994","92033"
"1503300012697","15","033","0001","2697","371525"
"150330001270A","15","033","0001","270A","1204010"
"1503300010012","15","033","0001","0012","459785"
"1503400010081","15","034","0001","0081","2433462"
"1503400010096","15","034","0001","0096","3866063"
"1503500090233","15","035","0009","0233","980256"
"1503500130248","15","035","0013","0248","1765409"
"1503500270267","15","035","0027","0267","511363"
"1503500270318","15","035","0027","0318","579564"
"1503500120163","15","035","0012","0163","1491108"
"1503500270341","15","035","0027","0341","95721"
"1503500270286","15","035","0027","0286","471981"
"1503500270375","15","035","0027","0375","164991"
"1503500010036","15","035","0001","0036","372404"
"1503500060445","15","035","0006","0445","467636"
"1503500270407","15","035","0027","0407","119746"
"1503500010055","15","035","0001","0055","698317"
"1503500080197","15","035","0008","0197","1781118"
"1503500270252","15","035","0027","0252","574074"
"1503500270290","15","035","0027","0290","430475"
"1503500270303","15","035","0027","0303","1143338"
"1503500270322","15","035","0027","0322","772322"
"1503500270356","15","035","0027","0356","60383"
"1503500010182","15","035","0001","0182","796023"
"1503500090394","15","035","0009","0394","70524"
"1503500060483","15","035","0006","0483","17053"
"150350008020A","15","035","0008","020A","700466"
"1503500090229","15","035","0009","0229","966499"
"1503500090214","15","035","0009","0214","610901"
"1503500090360","15","035","0009","0360","109240"
"1503500190125","15","035","0019","0125","283575"
"150350019013A","15","035","0019","013A","274336"
"1503500280271","15","035","0028","0271","1247400"
"1503500300479","15","035","0030","0479","164792"
"1503500300430","15","035","0030","0430","1095381"
"1503500060426","15","035","0006","0426","763691"
"1503500270337","15","035","0027","0337","216741"
"1503500270498","15","035","0027","0498","161408"
"1503500010178","15","035","0001","0178","251611"
"1503500270411","15","035","0027","0411","53420"
"150350027045A","15","035","0027","045A","233631"
"1503500270464","15","035","0027","0464","68942"
"150350009038A","15","035","0009","038A","135874"
"1503500060500","15","035","0006","0500","188325"
"1503500080515","15","035","0008","0515","44496"
"1503500060534","15","035","0006","0534","91007"
"150350006052A","15","035","0006","052A","169715"
"1503500030604","15","035","0003","0604","135515"
"1503500030587","15","035","0003","0587","146220"
"1503500030572","15","035","0003","0572","114170"
"1503500030549","15","035","0003","0549","99409"
"1503500030619","15","035","0003","0619","109119"
"1503500030553","15","035","0003","0553","194413"
"1503500030089","15","035","0003","0089","117104"
"1503500030568","15","035","0003","0568","102153"
"1503500030638","15","035","0003","0638","109598"
"1503500030642","15","035","0003","0642","92129"
"1503500030623","15","035","0003","0623","141288"
"1503500030591","15","035","0003","0591","84698"
"1503500350017","15","035","0035","0017","219561"
"1503500340074","15","035","0034","0074","132565"
"150350034006A","15","035","0034","006A","133995"
"1503500340021","15","035","0034","0021","127552"
"1503600010086","15","036","0001","0086","1286248"
"1503600010298","15","036","0001","0298","864555"
"1503600060194","15","036","0006","0194","2944985"
"1503600090264","15","036","0009","0264","265696"
"1503600080211","15","036","0008","0211","538606"
"1503600080226","15","036","0008","0226","703246"
"150360009025A","15","036","0009","025A","428971"
"150360007032A","15","036","0007","032A","386414"
"1503600070334","15","036","0007","0334","610730"
"1503600070349","15","036","0007","0349","458644"
"1503600090315","15","036","0009","0315","51938"
"1503600090300","15","036","0009","0300","165391"
"1503600060207","15","036","0006","0207","2545696"
"1503600080137","15","036","0008","0137","593147"
"1503600080156","15","036","0008","0156","186099"
"1503600090245","15","036","0009","0245","1732601"
"1503600090230","15","036","0009","0230","2376237"
"1503600010283","15","036","0001","0283","2052982"
"1503600090279","15","036","0009","0279","1904932"
"1503600080141","15","036","0008","0141","1078976"
"1503600040014","15","036","0004","0014","195815"
"1503600040033","15","036","0004","0033","211261"
"1503700710721","15","037","0071","0721","619338"
"1503700710473","15","037","0071","0473","462942"
"150370071037A","15","037","0071","037A","552649"
"1503700090223","15","037","0009","0223","447327"
"1503700240632","15","037","0024","0632","133203"
"1503700240628","15","037","0024","0628","29249"
"1503700090238","15","037","0009","0238","2330920"
"1503700710558","15","037","0071","0558","312809"
"1503700710492","15","037","0071","0492","310702"
"1503700710187","15","037","0071","0187","298000"
"1503700710191","15","037","0071","0191","408392"
"1503700710539","15","037","0071","0539","50132"
"1503700710331","15","037","0071","0331","655158"
"1503700710346","15","037","0071","0346","569267"
"1503700710350","15","037","0071","0350","591765"
"1503700710219","15","037","0071","0219","97517"
"1503700710083","15","037","0071","0083","822323"
"1503700180596","15","037","0018","0596","21340"
"1503700710308","15","037","0071","0308","169199"
"1503700710064","15","037","0071","0064","486384"
"1503700710204","15","037","0071","0204","256846"
"1503700710079","15","037","0071","0079","856526"
"1503700710242","15","037","0071","0242","427348"
"1503700710134","15","037","0071","0134","333253"
"1503700710098","15","037","0071","0098","1375267"
"1503700710524","15","037","0071","0524","169292"
"1503700710488","15","037","0071","0488","240982"
"150370013069A","15","037","0013","069A","52467"
"1503700130702","15","037","0013","0702","44609"
"1503700710740","15","037","0071","0740","4328443"
"1503700890755","15","037","0089","0755","618034"
"1503700230666","15","037","0023","0666","1981289"
"1503700260327","15","037","0026","0327","1200894"
"1503700010581","15","037","0001","0581","90199"
"1503700010384","15","037","0001","0384","750543"
"1503700010736","15","037","0001","0736","44494"
"1503700710562","15","037","0071","0562","215586"
"1503700090280","15","037","0009","0280","255933"
"1503700050276","15","037","0005","0276","874275"
"1503700130401","15","037","0013","0401","848135"
"1503700180435","15","037","0018","0435","516189"
"1503700240613","15","037","0024","0613","49876"
"1503700010399","15","037","0001","0399","696050"
"1503700710685","15","037","0071","0685","590849"
"1503700130416","15","037","0013","0416","842886"
"1503700130420","15","037","0013","0420","623444"
"1503700010577","15","037","0001","0577","1067428"
"1503700240609","15","037","0024","0609","570167"
"1503700710670","15","037","0071","0670","947285"
"1503700710543","15","037","0071","0543","1434567"
"150370071076A","15","037","0071","076A","991653"
"1503700240454","15","037","0024","0454","1166514"
"1503700240469","15","037","0024","0469","1509340"
"1503700710115","15","037","0071","0115","1090691"
"1503700210647","15","037","0021","0647","1214935"
"150370018044A","15","037","0018","044A","470778"
"1503700710365","15","037","0071","0365","1022940"
"1503700250261","15","037","0025","0261","1416745"
"1503700710100","15","037","0071","0100","1280352"
"1503700840011","15","037","0084","0011","261550"
"1503700190651","15","037","0019","0651","953098"
"1503800010038","15","038","0001","0038","1131171"
"150390001207A","15","039","0001","207A","98665"
"1503900012277","15","039","0001","2277","1177408"
"1503900012281","15","039","0001","2281","371424"
"1503900031692","15","039","0003","1692","376595"
"1503900641743","15","039","0064","1743","475923"
"1503900010660","15","039","0001","0660","2007548"
"150390001214A","15","039","0001","214A","84154"
"1503900642065","15","039","0064","2065","42635"
"1503900011476","15","039","0001","1476","96187"
"1503900012188","15","039","0001","2188","230505"
"150390011082A","15","039","0011","082A","325206"
"1503900642192","15","039","0064","2192","193894"
"1503900012169","15","039","0001","2169","47855"
"1503900011419","15","039","0001","1419","237589"
"1503900120783","15","039","0012","0783","232624"
"1503900011141","15","039","0001","1141","218340"
"1503900012262","15","039","0001","2262","105582"
"1503900010139","15","039","0001","0139","851448"
"1503900010302","15","039","0001","0302","551345"
"1503900010656","15","039","0001","0656","1340537"
"1503900010745","15","039","0001","0745","1969002"
"1503900011372","15","039","0001","1372","187117"
"1503900011423","15","039","0001","1423","132642"
"1503900011442","15","039","0001","1442","188482"
"1503900011457","15","039","0001","1457","185193"
"1503900011762","15","039","0001","1762","359050"
"1503900011781","15","039","0001","1781","216108"
"1503900011796","15","039","0001","1796","381698"
"1503900012012","15","039","0001","2012","325421"
"1503900012084","15","039","0001","2084","69896"
"1503900031620","15","039","0003","1620","161613"
"1503900012135","15","039","0001","2135","570784"
"1503900012154","15","039","0001","2154","422172"
"1503900012239","15","039","0001","2239","66409"
"1503900012243","15","039","0001","2243","253243"
"1503900031616","15","039","0003","1616","147347"
"150390003164A","15","039","0003","164A","208642"
"1503900031669","15","039","0003","1669","239233"
"1503900031688","15","039","0003","1688","235527"
"1503900040800","15","039","0004","0800","1333586"
"1503900040815","15","039","0004","0815","1032886"
"1503900041315","15","039","0004","1315","150881"
"1503900121283","15","039","0012","1283","663483"
"1503900110834","15","039","0011","0834","70493"
"1503900110849","15","039","0011","0849","238936"
"1503900121175","15","039","0012","1175","527260"
"1503900121334","15","039","0012","1334","103385"
"1503900122031","15","039","0012","2031","304114"
"1503901511724","15","039","0151","1724","246630"
"1503901511739","15","039","0151","1739","424146"
"1503900011989","15","039","0001","1989","161068"
"1503901511705","15","039","0151","1705","180120"
"1503900010618","15","039","0001","0618","362220"
"150390001189A","15","039","0001","189A","227209"
"1503900011902","15","039","0001","1902","395486"
"1503900011052","15","039","0001","1052","368626"
"1503900010213","15","039","0001","0213","348613"
"1503900010567","15","039","0001","0567","372500"
"1503900010675","15","039","0001","0675","147690"
"150390001068A","15","039","0001","068A","154645"
"1503900010694","15","039","0001","0694","835053"
"150390001075A","15","039","0001","075A","2060481"
"1503900011226","15","039","0001","1226","278413"
"1503900011245","15","039","0001","1245","44879"
"150390001125A","15","039","0001","125A","162985"
"1503900011279","15","039","0001","1279","156210"
"1503900011368","15","039","0001","1368","199636"
"1503900011387","15","039","0001","1387","214858"
"1503900011851","15","039","0001","1851","422877"
"1503900011866","15","039","0001","1866","174077"
"1503900011870","15","039","0001","1870","297185"
"1503900011885","15","039","0001","1885","201520"
"1503900011917","15","039","0001","1917","257609"
"1503900011921","15","039","0001","1921","531746"
"1503900011071","15","039","0001","1071","238383"
"1503900010641","15","039","0001","0641","285807"
"1503900010868","15","039","0001","0868","98105"
"1503900010872","15","039","0001","0872","312531"
"1503900010891","15","039","0001","0891","1152000"
"1503900011118","15","039","0001","1118","264215"
"1503900010158","15","039","0001","0158","366695"
"1503900011300","15","039","0001","1300","35529"
"1503900011264","15","039","0001","1264","55718"
"1503900642050","15","039","0064","2050","96436"
"1503900031654","15","039","0003","1654","231250"
"1503900011404","15","039","0001","1404","60730"
"1503900042313","15","039","0004","2313","293090"
"1503900012173","15","039","0001","2173","9782"
"1503900012224","15","039","0001","2224","13913"
"1503900010942","15","039","0001","0942","570898"
"1503900011832","15","039","0001","1832","83714"
"1503900012008","15","039","0001","2008","41701"
"1503900111349","15","039","0011","1349","17021"
"1503900010622","15","039","0001","0622","321319"
"1503900011809","15","039","0001","1809","62201"
"1503900011828","15","039","0001","1828","13232"
"1503900011207","15","039","0001","1207","100160"
"1503900011090","15","039","0001","1090","106294"
"1503900011512","15","039","0001","1512","51073"
"1503900111495","15","039","0011","1495","18668"
"1503900010586","15","039","0001","0586","304055"
"1503900010603","15","039","0001","0603","206841"
"1503900011122","15","039","0001","1122","254171"
"1503900011156","15","039","0001","1156","242874"
"1503900010637","15","039","0001","0637","236036"
"1503900011160","15","039","0001","1160","245398"
"1503900010764","15","039","0001","0764","84892"
"1503900011211","15","039","0001","1211","71504"
"1503900011438","15","039","0001","1438","199420"
"1503900011461","15","039","0001","1461","122042"
"1503900011847","15","039","0001","1847","841041"
"1503900011940","15","039","0001","1940","129736"
"1503900011955","15","039","0001","1955","196572"
"150390001196A","15","039","0001","196A","268414"
"1503900011974","15","039","0001","1974","163579"
"1503900012099","15","039","0001","2099","484417"
"1503900031550","15","039","0003","1550","187807"
"1503900122309","15","039","0012","2309","85587"
"1503900031565","15","039","0003","1565","188478"
"150390003157A","15","039","0003","157A","165598"
"1503900031635","15","039","0003","1635","158137"
"1503900031673","15","039","0003","1673","163815"
"1503900071546","15","039","0007","1546","1210526"
"1503900110073","15","039","0011","0073","186943"
"1503900110853","15","039","0011","0853","427993"
"1503901511584","15","039","0151","1584","407074"
"150390012118A","15","039","0012","118A","268085"
"1503900121298","15","039","0012","1298","547976"
"150390151171A","15","039","0151","171A","193206"
"1503901511599","15","039","0151","1599","387029"
"1503900011936","15","039","0001","1936","120507"
"1503900011230","15","039","0001","1230","156459"
"1503901511601","15","039","0151","1601","519081"
"150390011221A","15","039","0011","221A","16828"
"1503900011067","15","039","0001","1067","576588"
"1503900010904","15","039","0001","0904","479061"
"1503900122296","15","039","0012","2296","30932"
"1503900122328","15","039","0012","2328","75725"
"150390012132A","15","039","0012","132A","56104"
"1503900011086","15","039","0001","1086","379104"
"1503900010919","15","039","0001","0919","715344"
"1503900011103","15","039","0001","1103","202880"
"1503900641758","15","039","0064","1758","830662"
"1503900642205","15","039","0064","2205","153639"
"1503900011777","15","039","0001","1777","317149"
"1503900010887","15","039","0001","0887","343029"
"1503900012027","15","039","0001","2027","280465"
"1503900011508","15","039","0001","1508","96559"
"1503900121194","15","039","0012","1194","159678"
"1503900012332","15","039","0001","2332","157571"
"1503900012258","15","039","0001","2258","163377"
"1503900011813","15","039","0001","1813","95589"
"1503900120779","15","039","0012","0779","549936"
"1503900120798","15","039","0012","0798","519366"
"1503900122046","15","039","0012","2046","165062"
"1503900011048","15","039","0001","1048","686717"
"1503900011391","15","039","0001","1391","146457"
"1503900010980","15","039","0001","0980","882723"
"1503900012116","15","039","0001","2116","419672"
"1503900012101","15","039","0001","2101","192786"
"1503900010571","15","039","0001","0571","253291"
"1503900011137","15","039","0001","1137","1457028"
"1503900010232","15","039","0001","0232","785660"
"1504000010093","15","040","0001","0093","1846966"
"1504000010089","15","040","0001","0089","1421352"
"1504000010036","15","040","0001","0036","1196766"
"150400001013A","15","040","0001","013A","1110080"
"1504000010110","15","040","0001","0110","225456"
"1504000010106","15","040","0001","0106","381645"
"1504000010125","15","040","0001","0125","68915"
"1504000010055","15","040","0001","0055","4347228"
"1504100010029","15","041","0001","0029","504026"
"1504200300435","15","042","0030","0435","2444067"
"1504200290399","15","042","0029","0399","3363294"
"150420033012A","15","042","0033","012A","5148880"
"1504200020454","15","042","0002","0454","2488682"
"1504200310488","15","042","0031","0488","89079"
"150420007037A","15","042","0007","037A","6386351"
"1504200310473","15","042","0031","0473","227383"
"1504200300420","15","042","0030","0420","4406470"
"1504200160416","15","042","0016","0416","5716436"
"1504200220384","15","042","0022","0384","5661983"
"1504200320365","15","042","0032","0365","9336833"
"1504200310295","15","042","0031","0295","3454153"
"1504200340219","15","042","0034","0219","13906818"
"150420002044A","15","042","0002","044A","3214778"
"1504200010308","15","042","0001","0308","1495887"
"1504200010312","15","042","0001","0312","844907"
"1504200160401","15","042","0016","0401","6409316"
"1504200170346","15","042","0017","0346","5915511"
"1504200240350","15","042","0024","0350","4395732"
"1504200350223","15","042","0035","0223","3506938"
"1504200350469","15","042","0035","0469","198109"
"1504200310492","15","042","0031","0492","1750693"
"1504200300331","15","042","0030","0331","9726386"
"1504300010112","15","043","0001","0112","137921"
"1504300010108","15","043","0001","0108","63291"
"1504300010061","15","043","0001","0061","863805"
"1504300010080","15","043","0001","0080","788352"
"1504300010076","15","043","0001","0076","609058"
"1504300010095","15","043","0001","0095","154382"
"150440020011A","15","044","0020","011A","244649"
"1504400200158","15","044","0020","0158","80910"
"1504400200124","15","044","0020","0124","191367"
"1504400200139","15","044","0020","0139","106808"
"1504400010105","15","044","0001","0105","1426445"
"1504400200143","15","044","0020","0143","136262"
"1504400010092","15","044","0001","0092","1379683"
"150440001004A","15","044","0001","004A","1092859"
"1504500010263","15","045","0001","0263","713212"
"1504500010259","15","045","0001","0259","1103850"
"1504500010422","15","045","0001","0422","837510"
"1504500070507","15","045","0007","0507","822768"
"1504500070456","15","045","0007","0456","584066"
"150450007048A","15","045","0007","048A","436392"
"1504500070494","15","045","0007","0494","691015"
"1504500010297","15","045","0001","0297","244355"
"1504500010282","15","045","0001","0282","224418"
"1504500010386","15","045","0001","0386","1009204"
"1504500010390","15","045","0001","0390","769933"
"1504500070460","15","045","0007","0460","1152567"
"1504500070475","15","045","0007","0475","657563"
"1504500010278","15","045","0001","0278","472639"
"1504500070441","15","045","0007","0441","597289"
"1504500010511","15","045","0001","0511","1172665"
