"CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","CVE_AGEB","Area"
"0901500010644","09","015","0001","0644","445862"
"0901500010659","09","015","0001","0659","276991"
"0901500010729","09","015","0001","0729","171450"
"0901500010771","09","015","0001","0771","346635"
"0901500010786","09","015","0001","0786","161969"
"0901500010790","09","015","0001","0790","300302"
"0901500010803","09","015","0001","0803","291673"
"0901500010841","09","015","0001","0841","237281"
"0901500010856","09","015","0001","0856","318886"
"090150001088A","09","015","0001","088A","189454"
"0901500010894","09","015","0001","0894","165120"
"0901500010220","09","015","0001","0220","22970"
"0901500010907","09","015","0001","0907","214616"
"0901500011159","09","015","0001","1159","204777"
"0901500010273","09","015","0001","0273","40436"
"0901500010288","09","015","0001","0288","25051"
"0901500010305","09","015","0001","0305","27732"
"0901500010517","09","015","0001","0517","221509"
"0901500010409","09","015","0001","0409","38691"
"0901500010682","09","015","0001","0682","222555"
"090150001113A","09","015","0001","113A","304197"
"090150001106A","09","015","0001","106A","285629"
"0901500010343","09","015","0001","0343","288134"
"0901500010269","09","015","0001","0269","35144"
"0901500010019","09","015","0001","0019","157462"
"0901500010396","09","015","0001","0396","35212"
"0901500010733","09","015","0001","0733","219179"
"0901500011125","09","015","0001","1125","312887"
"0901500011341","09","015","0001","1341","272096"
"0901500011356","09","015","0001","1356","240987"
"0901500011534","09","015","0001","1534","280625"
"0901500010235","09","015","0001","0235","30952"
"0901500010767","09","015","0001","0767","177486"
"090150001095A","09","015","0001","095A","235907"
"0901500010964","09","015","0001","0964","225136"
"0901500010979","09","015","0001","0979","220400"
"0901500011036","09","015","0001","1036","359841"
"0901500011040","09","015","0001","1040","354764"
"0901500011093","09","015","0001","1093","202765"
"0901500010381","09","015","0001","0381","35933"
"0901500010292","09","015","0001","0292","30764"
"090150001024A","09","015","0001","024A","41131"
"0901500010108","09","015","0001","0108","136967"
"0901500010131","09","015","0001","0131","107971"
"0901500010150","09","015","0001","0150","103111"
"090150001031A","09","015","0001","031A","36351"
"0901500010324","09","015","0001","0324","33023"
"0901500010606","09","015","0001","0606","224839"
"0901500010610","09","015","0001","0610","331105"
"0901500010625","09","015","0001","0625","126390"
"0901500010822","09","015","0001","0822","290362"
"0901500010837","09","015","0001","0837","126599"
"0901500010428","09","015","0001","0428","59530"
"0901500010201","09","015","0001","0201","42112"
"0901500011017","09","015","0001","1017","390678"
"0901500011110","09","015","0001","1110","358940"
"0901500011337","09","015","0001","1337","124045"
"0901500011318","09","015","0001","1318","205944"
"0901500011322","09","015","0001","1322","126046"
"0901500010860","09","015","0001","0860","355252"
"0901500010875","09","015","0001","0875","414857"
"0901500011106","09","015","0001","1106","167717"
"0901500011002","09","015","0001","1002","322197"
"0900300011783","09","003","0001","1783","142222"
"0900300010357","09","003","0001","0357","228423"
"0900300010361","09","003","0001","0361","123639"
"0900300010728","09","003","0001","0728","385284"
"090030001054A","09","003","0001","054A","267566"
"0900300010111","09","003","0001","0111","379215"
"0900300011092","09","003","0001","1092","737659"
"0900300010906","09","003","0001","0906","765138"
"0900300011425","09","003","0001","1425","330410"
"0900300011444","09","003","0001","1444","360185"
"0900300010018","09","003","0001","0018","690947"
"0900300011105","09","003","0001","1105","1494851"
"0900300011618","09","003","0001","1618","152102"
"0900300011073","09","003","0001","1073","171058"
"0900300010037","09","003","0001","0037","294190"
"0900300011660","09","003","0001","1660","300966"
"0900300011694","09","003","0001","1694","111733"
"0900300011730","09","003","0001","1730","62704"
"090030001175A","09","003","0001","175A","197028"
"0900300011764","09","003","0001","1764","123786"
"0900300011779","09","003","0001","1779","170690"
"0900300011798","09","003","0001","1798","64575"
"0900300010060","09","003","0001","0060","524088"
"0900300011139","09","003","0001","1139","76768"
"0900300010022","09","003","0001","0022","259051"
"0900300010041","09","003","0001","0041","454174"
"090030001008A","09","003","0001","008A","274536"
"0900300010075","09","003","0001","0075","1224524"
"0900300010713","09","003","0001","0713","497774"
"0900300011124","09","003","0001","1124","1192178"
"0900300010094","09","003","0001","0094","316716"
"0900300010107","09","003","0001","0107","480988"
"0900300010130","09","003","0001","0130","411053"
"090030001015A","09","003","0001","015A","574443"
"0900300010179","09","003","0001","0179","231977"
"0900300010234","09","003","0001","0234","161821"
"0900300011228","09","003","0001","1228","66077"
"0900300010412","09","003","0001","0412","117950"
"090030001168A","09","003","0001","168A","327084"
"0900300011707","09","003","0001","1707","474713"
"0900300011726","09","003","0001","1726","232663"
"0900300011745","09","003","0001","1745","159205"
"0900300011317","09","003","0001","1317","143919"
"0900300011478","09","003","0001","1478","160905"
"0900300011143","09","003","0001","1143","52031"
"0900300011529","09","003","0001","1529","363018"
"0900300011675","09","003","0001","1675","355880"
"0900300010164","09","003","0001","0164","649072"
"0900300010183","09","003","0001","0183","260368"
"0900300010198","09","003","0001","0198","306088"
"0900300010200","09","003","0001","0200","362567"
"0900300010215","09","003","0001","0215","357377"
"090030001022A","09","003","0001","022A","471290"
"0900300010249","09","003","0001","0249","180215"
"0900300010268","09","003","0001","0268","163951"
"0900300010380","09","003","0001","0380","148399"
"0900300010395","09","003","0001","0395","66173"
"0900300010408","09","003","0001","0408","102414"
"0900300010535","09","003","0001","0535","354172"
"0900300010821","09","003","0001","0821","213874"
"0900300010836","09","003","0001","0836","255598"
"0900300010840","09","003","0001","0840","281257"
"0900300010855","09","003","0001","0855","291938"
"0900300010889","09","003","0001","0889","250910"
"0900300010893","09","003","0001","0893","269832"
"090030001093A","09","003","0001","093A","159865"
"0900300011020","09","003","0001","1020","283660"
"090030001129A","09","003","0001","129A","137088"
"090030001136A","09","003","0001","136A","116125"
"0900300011374","09","003","0001","1374","129130"
"0900300011389","09","003","0001","1389","97070"
"0900300011393","09","003","0001","1393","94436"
"0900300011406","09","003","0001","1406","107534"
"090030001143A","09","003","0001","143A","534573"
"090030001150A","09","003","0001","150A","269348"
"0900300011514","09","003","0001","1514","180621"
"0900300011533","09","003","0001","1533","90989"
"0900300011567","09","003","0001","1567","69158"
"0900300011590","09","003","0001","1590","89536"
"0900300011482","09","003","0001","1482","142716"
"0900300010516","09","003","0001","0516","183070"
"0900300010145","09","003","0001","0145","378465"
"0900300010287","09","003","0001","0287","645582"
"0900300010291","09","003","0001","0291","347780"
"0900300010304","09","003","0001","0304","308189"
"0900300010319","09","003","0001","0319","238217"
"0900300010323","09","003","0001","0323","218218"
"0900300010342","09","003","0001","0342","373001"
"0900300010376","09","003","0001","0376","35695"
"0900300011336","09","003","0001","1336","134807"
"0900300010427","09","003","0001","0427","423097"
"0900300010959","09","003","0001","0959","137503"
"0900300010431","09","003","0001","0431","395172"
"0900300010446","09","003","0001","0446","335042"
"0900300010450","09","003","0001","0450","512141"
"0900300010465","09","003","0001","0465","270849"
"0900300010499","09","003","0001","0499","211044"
"0900300010501","09","003","0001","0501","288059"
"0900300010520","09","003","0001","0520","170161"
"0900300010696","09","003","0001","0696","318012"
"0900300010785","09","003","0001","0785","304741"
"0900300011162","09","003","0001","1162","510641"
"0900300011232","09","003","0001","1232","297034"
"0900300011247","09","003","0001","1247","233948"
"0900300011251","09","003","0001","1251","106098"
"0900300011270","09","003","0001","1270","181201"
"0900300011321","09","003","0001","1321","166702"
"0900300010554","09","003","0001","0554","249291"
"0900300010573","09","003","0001","0573","650297"
"0900300010605","09","003","0001","0605","431492"
"0900300010624","09","003","0001","0624","270582"
"0900300010639","09","003","0001","0639","275637"
"0900300010643","09","003","0001","0643","440966"
"0900300011213","09","003","0001","1213","404309"
"0900300010658","09","003","0001","0658","521098"
"0900300010662","09","003","0001","0662","388542"
"090030001079A","09","003","0001","079A","225851"
"090030001086A","09","003","0001","086A","357423"
"0900300010802","09","003","0001","0802","321960"
"0900300010817","09","003","0001","0817","533571"
"0900300010982","09","003","0001","0982","350042"
"0900300010997","09","003","0001","0997","427248"
"0900300011001","09","003","0001","1001","293702"
"0900300011016","09","003","0001","1016","217333"
"0900300011069","09","003","0001","1069","173615"
"0900300011410","09","003","0001","1410","751693"
"0900300011340","09","003","0001","1340","138250"
"0900300011355","09","003","0001","1355","142958"
"0900300011459","09","003","0001","1459","88421"
"0900300011497","09","003","0001","1497","197071"
"0900300011463","09","003","0001","1463","283449"
"0900300011622","09","003","0001","1622","70548"
"0900300010126","09","003","0001","0126","383193"
"0900300010588","09","003","0001","0588","211320"
"0900300010056","09","003","0001","0056","469712"
"0900300011302","09","003","0001","1302","86965"
"0900300010272","09","003","0001","0272","463679"
"0900300010677","09","003","0001","0677","562095"
"0900300010681","09","003","0001","0681","354681"
"0900300011158","09","003","0001","1158","364645"
"0900300011181","09","003","0001","1181","341232"
"0900300010978","09","003","0001","0978","371919"
"0900300011656","09","003","0001","1656","358965"
"0900300011571","09","003","0001","1571","76691"
"0900300011552","09","003","0001","1552","60954"
"0900300011548","09","003","0001","1548","42086"
"0900300011586","09","003","0001","1586","34992"
"0900300011266","09","003","0001","1266","111915"
"0900300011285","09","003","0001","1285","149528"
"090030001061A","09","003","0001","061A","342811"
"0900300010770","09","003","0001","0770","7215676"
"0900300010484","09","003","0001","0484","126326"
"0900300010709","09","003","0001","0709","334850"
"0900300010963","09","003","0001","0963","616488"
"0900300011637","09","003","0001","1637","117227"
"0900300011641","09","003","0001","1641","319292"
"0900700010638","09","007","0001","0638","394077"
"0900700012121","09","007","0001","2121","1057590"
"0900700010271","09","007","0001","0271","279335"
"0900700010623","09","007","0001","0623","422587"
"0900700010479","09","007","0001","0479","371160"
"0900700014274","09","007","0001","4274","248749"
"0900700012795","09","007","0001","2795","179297"
"0900700014842","09","007","0001","4842","416466"
"0900700015291","09","007","0001","5291","126975"
"0900700011458","09","007","0001","1458","115452"
"0900700011462","09","007","0001","1462","158869"
"0900700013897","09","007","0001","3897","177571"
"0900700011180","09","007","0001","1180","532594"
"0900700011195","09","007","0001","1195","238348"
"0900700010500","09","007","0001","0500","339538"
"0900700010515","09","007","0001","0515","409164"
"090070001369A","09","007","0001","369A","134986"
"090070001440A","09","007","0001","440A","48616"
"0900700010642","09","007","0001","0642","280626"
"0900700013632","09","007","0001","3632","234875"
"0900700011852","09","007","0001","1852","242887"
"0900700011867","09","007","0001","1867","628438"
"0900700011941","09","007","0001","1941","380723"
"0900700010229","09","007","0001","0229","320005"
"0900700012371","09","007","0001","2371","48713"
"0900700012386","09","007","0001","2386","184751"
"0900700010017","09","007","0001","0017","331707"
"0900700010888","09","007","0001","0888","155129"
"0900700011176","09","007","0001","1176","340781"
"0900700010924","09","007","0001","0924","199171"
"0900700014397","09","007","0001","4397","112446"
"0900700013100","09","007","0001","3100","228832"
"0900700014575","09","007","0001","4575","19569"
"0900700010680","09","007","0001","0680","181058"
"0900700010695","09","007","0001","0695","210536"
"0900700010727","09","007","0001","0727","645377"
"0900700014147","09","007","0001","4147","12867"
"0900700011015","09","007","0001","1015","323071"
"0900700015427","09","007","0001","5427","91055"
"0900700013115","09","007","0001","3115","212013"
"0900700012174","09","007","0001","2174","150776"
"0900700012189","09","007","0001","2189","131815"
"0900700012390","09","007","0001","2390","567673"
"0900700012403","09","007","0001","2403","976689"
"0900700012456","09","007","0001","2456","198936"
"0900700013083","09","007","0001","3083","196116"
"0900700010939","09","007","0001","0939","295724"
"0900700010981","09","007","0001","0981","348127"
"0900700010021","09","007","0001","0021","506741"
"090070001006A","09","007","0001","006A","138839"
"0900700010089","09","007","0001","0089","149507"
"0900700010093","09","007","0001","0093","129986"
"0900700010178","09","007","0001","0178","240044"
"0900700010182","09","007","0001","0182","182432"
"0900700010214","09","007","0001","0214","406158"
"0900700010318","09","007","0001","0318","312064"
"0900700010322","09","007","0001","0322","335507"
"0900700010375","09","007","0001","0375","250730"
"0900700010483","09","007","0001","0483","377722"
"0900700010498","09","007","0001","0498","451177"
"0900700010801","09","007","0001","0801","308894"
"0900700010892","09","007","0001","0892","107739"
"090070001134A","09","007","0001","134A","371314"
"0900700011354","09","007","0001","1354","337816"
"0900700013134","09","007","0001","3134","355069"
"0900700013420","09","007","0001","3420","1157723"
"0900700013492","09","007","0001","3492","181034"
"0900700013539","09","007","0001","3539","188818"
"0900700014289","09","007","0001","4289","189574"
"0900700014325","09","007","0001","4325","102547"
"0900700014359","09","007","0001","4359","104363"
"0900700015408","09","007","0001","5408","64396"
"0900700014363","09","007","0001","4363","196731"
"0900700015107","09","007","0001","5107","449625"
"0900700015338","09","007","0001","5338","1145106"
"0900700010337","09","007","0001","0337","210716"
"0900700010553","09","007","0001","0553","301460"
"0900700010568","09","007","0001","0568","330177"
"0900700010572","09","007","0001","0572","383369"
"0900700010587","09","007","0001","0587","91875"
"0900700010619","09","007","0001","0619","560573"
"0900700010676","09","007","0001","0676","230466"
"0900700010708","09","007","0001","0708","232075"
"0900700013613","09","007","0001","3613","120436"
"0900700013628","09","007","0001","3628","37139"
"0900700013789","09","007","0001","3789","172162"
"0900700013844","09","007","0001","3844","45063"
"0900700015037","09","007","0001","5037","136499"
"0900700015554","09","007","0001","5554","98159"
"090070001561A","09","007","0001","561A","25858"
"0900700015925","09","007","0001","5925","96121"
"0900700010765","09","007","0001","0765","160591"
"0900700012831","09","007","0001","2831","492325"
"0900700015681","09","007","0001","5681","158732"
"0900700014128","09","007","0001","4128","134061"
"0900700015696","09","007","0001","5696","178774"
"0900700015910","09","007","0001","5910","97141"
"0900700015249","09","007","0001","5249","245837"
"0900700015766","09","007","0001","5766","103911"
"0900700015770","09","007","0001","5770","77764"
"090070001579A","09","007","0001","579A","16050"
"0900700010958","09","007","0001","0958","262319"
"0900700011000","09","007","0001","1000","272066"
"0900700011087","09","007","0001","1087","558698"
"0900700014039","09","007","0001","4039","167479"
"0900700013651","09","007","0001","3651","683643"
"0900700013666","09","007","0001","3666","258917"
"0900700013702","09","007","0001","3702","94224"
"0900700013967","09","007","0001","3967","213788"
"0900700013986","09","007","0001","3986","69000"
"0900700014043","09","007","0001","4043","194188"
"0900700014058","09","007","0001","4058","128930"
"0900700014448","09","007","0001","4448","196013"
"090070001383A","09","007","0001","383A","258831"
"0900700014077","09","007","0001","4077","155530"
"0900700014768","09","007","0001","4768","144002"
"0900700014838","09","007","0001","4838","58572"
"0900700014857","09","007","0001","4857","539942"
"0900700014861","09","007","0001","4861","592690"
"0900700014772","09","007","0001","4772","154188"
"0900700015018","09","007","0001","5018","116951"
"0900700014876","09","007","0001","4876","171576"
"0900700014895","09","007","0001","4895","205797"
"0900700014908","09","007","0001","4908","364180"
"0900700014880","09","007","0001","4880","168193"
"0900700014946","09","007","0001","4946","176518"
"0900700014965","09","007","0001","4965","479341"
"090070001497A","09","007","0001","497A","204362"
"0900700014984","09","007","0001","4984","123571"
"0900700011104","09","007","0001","1104","535768"
"0900700011123","09","007","0001","1123","540096"
"0900700014503","09","007","0001","4503","93992"
"0900700015304","09","007","0001","5304","168834"
"0900700015319","09","007","0001","5319","187404"
"0900700015465","09","007","0001","5465","60445"
"0900700015569","09","007","0001","5569","163166"
"0900700015573","09","007","0001","5573","147451"
"0900700015588","09","007","0001","5588","152893"
"0900700015639","09","007","0001","5639","37474"
"0900700015643","09","007","0001","5643","19570"
"0900700015662","09","007","0001","5662","316484"
"0900700015677","09","007","0001","5677","230399"
"0900700015751","09","007","0001","5751","50195"
"0900700015817","09","007","0001","5817","10636"
"090070001586A","09","007","0001","586A","94531"
"0900700015821","09","007","0001","5821","11005"
"0900700015836","09","007","0001","5836","10149"
"0900700015840","09","007","0001","5840","17544"
"0900700014715","09","007","0001","4715","1509928"
"0900700011301","09","007","0001","1301","412661"
"0900700011091","09","007","0001","1091","570841"
"0900700011246","09","007","0001","1246","340428"
"0900700011369","09","007","0001","1369","384608"
"0900700012691","09","007","0001","2691","383222"
"0900700011636","09","007","0001","1636","128489"
"090070001465A","09","007","0001","465A","88394"
"0900700011640","09","007","0001","1640","240516"
"0900700011655","09","007","0001","1655","238093"
"090070001166A","09","007","0001","166A","193126"
"0900700011674","09","007","0001","1674","185929"
"0900700011689","09","007","0001","1689","190171"
"0900700011693","09","007","0001","1693","135703"
"0900700011706","09","007","0001","1706","461997"
"0900700011710","09","007","0001","1710","560497"
"0900700011763","09","007","0001","1763","443055"
"0900700011960","09","007","0001","1960","339522"
"0900700011975","09","007","0001","1975","240395"
"0900700010657","09","007","0001","0657","215951"
"090070001198A","09","007","0001","198A","258623"
"0900700014560","09","007","0001","4560","23531"
"090070001287A","09","007","0001","287A","136078"
"0900700012884","09","007","0001","2884","143085"
"0900700012899","09","007","0001","2899","302334"
"0900700014452","09","007","0001","4452","102522"
"0900700012920","09","007","0001","2920","193459"
"0900700012935","09","007","0001","2935","175493"
"090070001294A","09","007","0001","294A","143282"
"0900700012954","09","007","0001","2954","140031"
"0900700012973","09","007","0001","2973","136445"
"0900700013030","09","007","0001","3030","229687"
"0900700015855","09","007","0001","5855","14632"
"0900700011138","09","007","0001","1138","606924"
"0900700011142","09","007","0001","1142","107381"
"0900700011157","09","007","0001","1157","112359"
"0900700011208","09","007","0001","1208","429083"
"0900700011250","09","007","0001","1250","200623"
"0900700011509","09","007","0001","1509","481331"
"0900700010233","09","007","0001","0233","68453"
"0900700011513","09","007","0001","1513","554199"
"090070001159A","09","007","0001","159A","359589"
"0900700011566","09","007","0001","1566","643038"
"0900700011621","09","007","0001","1621","211154"
"0900700015906","09","007","0001","5906","85738"
"0900700014429","09","007","0001","4429","102466"
"0900700015056","09","007","0001","5056","23262"
"0900700014556","09","007","0001","4556","23734"
"0900700015802","09","007","0001","5802","11056"
"0900700011814","09","007","0001","1814","152810"
"0900700011890","09","007","0001","1890","265613"
"0900700011918","09","007","0001","1918","205833"
"0900700011848","09","007","0001","1848","161857"
"0900700012140","09","007","0001","2140","313918"
"0900700012155","09","007","0001","2155","224417"
"090070001216A","09","007","0001","216A","188038"
"0900700012460","09","007","0001","2460","405915"
"0900700012475","09","007","0001","2475","2253850"
"0900700012494","09","007","0001","2494","163910"
"0900700012507","09","007","0001","2507","116573"
"0900700012530","09","007","0001","2530","417711"
"0900700012545","09","007","0001","2545","405669"
"0900700012757","09","007","0001","2757","234701"
"0900700014062","09","007","0001","4062","97412"
"0900700011994","09","007","0001","1994","595237"
"0900700012047","09","007","0001","2047","361057"
"0900700012070","09","007","0001","2070","147440"
"0900700012085","09","007","0001","2085","204070"
"090070001209A","09","007","0001","209A","265397"
"0900700012102","09","007","0001","2102","181839"
"0900700015484","09","007","0001","5484","151937"
"0900700010074","09","007","0001","0074","119901"
"090070001376A","09","007","0001","376A","127631"
"0900700014537","09","007","0001","4537","22259"
"0900700010360","09","007","0001","0360","261609"
"0900700014541","09","007","0001","4541","21659"
"0900700012117","09","007","0001","2117","157197"
"0900700013717","09","007","0001","3717","89608"
"0900700010943","09","007","0001","0943","227288"
"0900700010591","09","007","0001","0591","153052"
"0900700011335","09","007","0001","1335","89995"
"0900700011496","09","007","0001","1496","220179"
"0900700013026","09","007","0001","3026","93716"
"0900700014594","09","007","0001","4594","37456"
"0900700014645","09","007","0001","4645","54530"
"0900700014683","09","007","0001","4683","83304"
"0900700010962","09","007","0001","0962","324470"
"0900700010784","09","007","0001","0784","697228"
"0900700010816","09","007","0001","0816","129682"
"0900700010820","09","007","0001","0820","112765"
"0900700010835","09","007","0001","0835","465644"
"090070001084A","09","007","0001","084A","395452"
"0900700010854","09","007","0001","0854","299805"
"0900700011284","09","007","0001","1284","73948"
"090070001141A","09","007","0001","141A","245580"
"0900700011424","09","007","0001","1424","272108"
"0900700011439","09","007","0001","1439","179503"
"0900700012687","09","007","0001","2687","199445"
"0900700012704","09","007","0001","2704","203505"
"0900700012719","09","007","0001","2719","194745"
"0900700012776","09","007","0001","2776","316312"
"0900700012780","09","007","0001","2780","265252"
"0900700011443","09","007","0001","1443","153649"
"0900700012808","09","007","0001","2808","198376"
"0900700012812","09","007","0001","2812","166174"
"0900700012846","09","007","0001","2846","197603"
"0900700012850","09","007","0001","2850","196223"
"0900700014679","09","007","0001","4679","14889"
"0900700013153","09","007","0001","3153","158002"
"0900700013204","09","007","0001","3204","208420"
"0900700013219","09","007","0001","3219","242052"
"0900700013223","09","007","0001","3223","274905"
"0900700013238","09","007","0001","3238","203399"
"0900700013257","09","007","0001","3257","152671"
"0900700013276","09","007","0001","3276","232441"
"090070001351A","09","007","0001","351A","213231"
"0900700013558","09","007","0001","3558","163063"
"0900700014081","09","007","0001","4081","167555"
"0900700014170","09","007","0001","4170","138834"
"0900700014185","09","007","0001","4185","109386"
"090070001419A","09","007","0001","419A","81228"
"0900700014202","09","007","0001","4202","118025"
"090070001426A","09","007","0001","426A","264851"
"090070001508A","09","007","0001","508A","125432"
"0900700015094","09","007","0001","5094","36482"
"0900700015111","09","007","0001","5111","188562"
"0900700015450","09","007","0001","5450","137267"
"0900700015431","09","007","0001","5431","153889"
"0900700015446","09","007","0001","5446","231341"
"090070001547A","09","007","0001","547A","332953"
"090070001038A","09","007","0001","038A","275101"
"0900700010604","09","007","0001","0604","134781"
"090070001091A","09","007","0001","091A","139965"
"0900700010977","09","007","0001","0977","373707"
"090070001390A","09","007","0001","390A","243644"
"0900700013914","09","007","0001","3914","190408"
"0900700014927","09","007","0001","4927","273886"
"0900700015785","09","007","0001","5785","14720"
"090070001305A","09","007","0001","305A","256320"
"0900700014804","09","007","0001","4804","77137"
"0900700010905","09","007","0001","0905","266564"
"090070001262A","09","007","0001","262A","192417"
"0900700012634","09","007","0001","2634","149117"
"0900700012649","09","007","0001","2649","191394"
"0900700014611","09","007","0001","4611","21570"
"0900700013562","09","007","0001","3562","110056"
"0900700015412","09","007","0001","5412","49040"
"090070001593A","09","007","0001","593A","76878"
"0900700015376","09","007","0001","5376","57787"
"0900700014293","09","007","0001","4293","374891"
"0900700012206","09","007","0001","2206","96136"
"0900700012193","09","007","0001","2193","120375"
"0900700015874","09","007","0001","5874","81166"
"0900700012437","09","007","0001","2437","157386"
"0900700012441","09","007","0001","2441","284365"
"0900700011316","09","007","0001","1316","158343"
"0900700010040","09","007","0001","0040","211419"
"090070001013A","09","007","0001","013A","129354"
"0900700010197","09","007","0001","0197","145140"
"0900700010248","09","007","0001","0248","69515"
"0900700010407","09","007","0001","0407","400141"
"0900700010411","09","007","0001","0411","399974"
"0900700010426","09","007","0001","0426","418743"
"0900700015747","09","007","0001","5747","51130"
"090070001554A","09","007","0001","554A","124248"
"0900700010750","09","007","0001","0750","675585"
"090070001077A","09","007","0001","077A","205345"
"0900700013149","09","007","0001","3149","156065"
"0900700013365","09","007","0001","3365","125647"
"090070001337A","09","007","0001","337A","310338"
"0900700013401","09","007","0001","3401","231338"
"0900700014433","09","007","0001","4433","237051"
"0900700013488","09","007","0001","3488","157239"
"0900700013505","09","007","0001","3505","192130"
"0900700014306","09","007","0001","4306","68346"
"0900700014310","09","007","0001","4310","106607"
"090070001433A","09","007","0001","433A","226907"
"0900700014382","09","007","0001","4382","101614"
"0900700014414","09","007","0001","4414","760196"
"0900700014664","09","007","0001","4664","148886"
"0900700015041","09","007","0001","5041","204142"
"0900700015060","09","007","0001","5060","272882"
"0900700015323","09","007","0001","5323","494103"
"0900700015342","09","007","0001","5342","358105"
"0900700012738","09","007","0001","2738","265333"
"0900700011759","09","007","0001","1759","273241"
"0900700015287","09","007","0001","5287","89629"
"0900700013806","09","007","0001","3806","178781"
"0900700014471","09","007","0001","4471","66861"
"0900700011477","09","007","0001","1477","177613"
"0900700011299","09","007","0001","1299","208342"
"0900700013242","09","007","0001","3242","270907"
"0900700013346","09","007","0001","3346","967794"
"0900700015658","09","007","0001","5658","457160"
"0900700015605","09","007","0001","5605","395412"
"0900700013596","09","007","0001","3596","774186"
"0900700015183","09","007","0001","5183","66189"
"0900700014749","09","007","0001","4749","281733"
"0900700012051","09","007","0001","2051","1031761"
"0900700013327","09","007","0001","3327","288255"
"0900700015130","09","007","0001","5130","142581"
"0900700014151","09","007","0001","4151","98808"
"0900700010445","09","007","0001","0445","255239"
"0900700015253","09","007","0001","5253","272378"
"0900700010464","09","007","0001","0464","392035"
"0900700010252","09","007","0001","0252","99088"
"0900700010144","09","007","0001","0144","71502"
"0900700010036","09","007","0001","0036","528771"
"0900700012511","09","007","0001","2511","78976"
"0900700012526","09","007","0001","2526","91300"
"0900700014344","09","007","0001","4344","199284"
"0900700014734","09","007","0001","4734","374909"
"0900700011049","09","007","0001","1049","276036"
"090070001472A","09","007","0001","472A","274305"
"0900700015395","09","007","0001","5395","91754"
"0900700011481","09","007","0001","1481","142590"
"0900700013581","09","007","0001","3581","166547"
"0900700014113","09","007","0001","4113","155665"
"0900700014522","09","007","0001","4522","20615"
"0900700014698","09","007","0001","4698","1165396"
"0900700015179","09","007","0001","5179","61477"
"0900700015198","09","007","0001","5198","594572"
"090070001515A","09","007","0001","515A","99796"
"0900700015126","09","007","0001","5126","105754"
"0900700015268","09","007","0001","5268","200988"
"0900700015200","09","007","0001","5200","299308"
"0900700010356","09","007","0001","0356","282079"
"0900700011778","09","007","0001","1778","362665"
"0900700013825","09","007","0001","3825","160106"
"0900700011265","09","007","0001","1265","234601"
"0900700011053","09","007","0001","1053","302625"
"090070001127A","09","007","0001","127A","156439"
"0900700015624","09","007","0001","5624","414628"
"090070001401A","09","007","0001","401A","105512"
"0900700011833","09","007","0001","1833","213662"
"0900700014109","09","007","0001","4109","227096"
"0900700014096","09","007","0001","4096","218175"
"0900700013859","09","007","0001","3859","79429"
"0900700013863","09","007","0001","3863","256196"
"0900700015499","09","007","0001","5499","121465"
"0900700014791","09","007","0001","4791","83754"
"0900700014912","09","007","0001","4912","390986"
"0900700015145","09","007","0001","5145","184019"
"0900700015535","09","007","0001","5535","150930"
"0900700011388","09","007","0001","1388","432739"
"0900700014024","09","007","0001","4024","580972"
"0900700015501","09","007","0001","5501","119322"
"0900700015516","09","007","0001","5516","147120"
"0900700015520","09","007","0001","5520","73829"
"0900700013045","09","007","0001","3045","309144"
"0900700013295","09","007","0001","3295","179862"
"0900700015357","09","007","0001","5357","177672"
"0900700015361","09","007","0001","5361","360547"
"0900700011585","09","007","0001","1585","972647"
"0900700013990","09","007","0001","3990","117907"
"0900700015709","09","007","0001","5709","127138"
"0900700015215","09","007","0001","5215","388205"
"0900700014931","09","007","0001","4931","209859"
"0900700012579","09","007","0001","2579","250345"
"0900700012600","09","007","0001","2600","291931"
"0900700014240","09","007","0001","4240","175591"
"0900700015075","09","007","0001","5075","132112"
"0900700010055","09","007","0001","0055","156748"
"0900700010106","09","007","0001","0106","129158"
"0900700010110","09","007","0001","0110","114045"
"0900700010731","09","007","0001","0731","545694"
"0900700013577","09","007","0001","3577","127214"
"090070001255A","09","007","0001","255A","307284"
"0900700013774","09","007","0001","3774","347833"
"0900700013971","09","007","0001","3971","184218"
"0900700010286","09","007","0001","0286","166331"
"0900700010290","09","007","0001","0290","53828"
"0900700010303","09","007","0001","0303","43750"
"0900700013740","09","007","0001","3740","233331"
"0900700011227","09","007","0001","1227","277265"
"0900700014236","09","007","0001","4236","189311"
"0900700015732","09","007","0001","5732","76570"
"0900700015380","09","007","0001","5380","295575"
"0900700013755","09","007","0001","3755","171023"
"0900700013793","09","007","0001","3793","190878"
"0900700012672","09","007","0001","2672","1333890"
"0900700015728","09","007","0001","5728","67401"
"0900700010746","09","007","0001","0746","424407"
"0900700015713","09","007","0001","5713","129273"
"090070001522A","09","007","0001","522A","131505"
"0900700015592","09","007","0001","5592","181301"
"0900700013670","09","007","0001","3670","385536"
"0900700014166","09","007","0001","4166","104394"
"0900700014217","09","007","0001","4217","86473"
"0900700012988","09","007","0001","2988","295812"
"0900700015893","09","007","0001","5893","200185"
"0900700015889","09","007","0001","5889","65384"
"0900700013810","09","007","0001","3810","120817"
"0900700014467","09","007","0001","4467","73540"
"0900700010534","09","007","0001","0534","349495"
"0900700015272","09","007","0001","5272","217766"
